cliente_id,idade,renda_mensal,tempo_relacionamento_meses,uso_limite,inadimplente,canal
CLI-0053,46,3228.97,135,0.2806,0,app
CLI-0054,38,2296.44,62,0.2503,0,app
CLI-0055,28,4827.15,110,0.2286,0,app
CLI-0056,40,1738.88,30,0.0458,0,app
CLI-0057,20,3054.62,124,0.208,1,agencia
CLI-0058,36,4035.54,208,0.2538,0,app
CLI-0059,70,4021.26,166,0.5758,0,telefone
CLI-0060,33,6818.15,71,0.3402,0,telefone
CLI-0061,30,4152.33,182,0.3608,0,app
CLI-0062,65,2920.69,139,0.727,0,app
CLI-0063,59,3398.73,20,0.6224,0,agencia
CLI-0064,43,3777.27,99,0.5716,0,agencia
CLI-0065,67,4767.37,60,0.2006,0,app
CLI-0066,49,6192.22,20,0.5317,0,agencia
CLI-0067,49,5055.24,148,0.3337,0,telefone
CLI-0068,70,3372.49,105,0.6017,0,telefone
CLI-0069,24,8196.08,61,0.1427,0,agencia
CLI-0070,32,5221.26,43,0.1066,0,app
CLI-0071,26,6315.83,88,0.3629,0,telefone
CLI-0072,48,3708.46,26,0.1772,0,app
CLI-0073,43,2033.5,228,0.273,0,telefone
CLI-0074,68,9820.67,240,0.116,0,app
CLI-0075,55,3634.83,22,0.8456,1,agencia
CLI-0076,45,5980.8,221,0.6868,0,app
CLI-0077,31,2777.16,37,0.5161,1,app
CLI-0078,47,3460.72,123,0.4075,0,app
CLI-0079,26,3070.07,193,0.8186,0,app
CLI-0080,25,5343.69,177,0.5201,0,app
CLI-0081,37,3129.33,73,0.8714,1,agencia
CLI-0082,47,4571.9,169,0.3828,0,app
CLI-0083,44,7345.68,232,0.2941,0,app
CLI-0084,41,2053.51,203,0.4248,0,app
CLI-0085,53,6476.5,187,0.6206,0,app
CLI-0086,58,4703.45,85,0.3559,0,telefone
CLI-0087,48,5477.83,150,0.7232,0,telefone
CLI-0088,71,3770.09,52,0.2438,0,telefone
CLI-0089,30,6016.87,15,0.2699,0,agencia
CLI-0090,56,3308.68,57,0.1871,0,app
CLI-0091,62,2899.81,29,0.3873,0,agencia
CLI-0092,71,6839.98,14,0.1398,0,app
CLI-0093,63,4026.72,63,0.8975,0,app
CLI-0094,63,4967.92,87,0.1224,0,app
CLI-0095,36,2927.92,61,0.1996,0,app
CLI-0096,60,2761.43,105,0.5017,0,app
CLI-0097,20,3882.87,114,0.5328,0,app
CLI-0098,46,6713.84,108,0.6516,0,app
CLI-0099,24,4355.49,166,0.5836,0,app
CLI-0100,23,4377.7,238,0.4164,0,app
CLI-0101,29,4250.54,27,0.082,0,app
CLI-0102,39,3336.6,235,0.0611,0,agencia
CLI-0103,33,2620.76,42,0.3959,0,app
CLI-0104,38,4196.61,104,0.8083,0,app
CLI-0105,45,5674.2,66,0.2313,0,app
CLI-0106,70,2468.3,162,0.3396,0,app
CLI-0107,59,2737.62,160,0.4777,0,app
CLI-0108,69,4838.51,109,0.7671,0,app
CLI-0109,33,3438.92,213,0.4474,1,agencia
CLI-0110,48,8608.01,238,0.1974,0,app
CLI-0111,47,3959.59,142,0.5525,0,app
CLI-0112,27,3362.52,64,0.6749,0,app
CLI-0113,43,3511.34,46,0.1986,0,app
CLI-0114,58,7084.76,59,0.2654,0,app
CLI-0115,65,3314.81,115,0.2269,0,telefone
CLI-0116,27,8579.68,217,0.1296,0,agencia
CLI-0117,22,2789.57,235,0.2787,0,app
CLI-0118,61,5027.97,35,0.3085,0,app
CLI-0119,37,2078.46,4,0.399,0,app
CLI-0120,28,2329.61,224,0.0992,0,app
CLI-0121,42,2830.97,69,0.2775,0,agencia
CLI-0122,44,2948.73,10,0.2773,0,telefone
CLI-0123,50,2689.1,93,0.6116,0,app
CLI-0124,22,4472.47,38,0.7943,0,app
CLI-0125,44,4620.25,113,0.4111,0,telefone
CLI-0126,42,4155.09,133,0.5959,0,agencia
CLI-0127,37,4562.78,83,0.3176,0,app
CLI-0128,33,4077.9,223,0.4232,1,app
CLI-0129,55,3169.57,92,0.2617,0,app
CLI-0130,28,3427.2,236,0.1916,0,app
CLI-0131,58,6050.34,207,0.154,0,agencia
CLI-0132,65,4427.2,1,0.2509,0,app
CLI-0133,27,2499.68,163,0.0072,0,agencia
CLI-0134,22,2070.56,153,0.7045,0,app
CLI-0135,42,2924.47,129,0.757,1,telefone
CLI-0136,70,3956.45,8,0.1897,0,agencia
CLI-0137,32,5085.55,97,0.4417,0,agencia
CLI-0138,37,3773.5,173,0.3728,0,agencia
CLI-0139,51,4710.11,9,0.6538,0,app
CLI-0140,55,1786.28,149,0.28,0,agencia
CLI-0141,72,5998.48,160,0.1839,0,telefone
CLI-0142,59,4639.97,196,0.12,0,app
CLI-0143,64,3211.76,233,0.3403,0,agencia
CLI-0144,56,2390.77,53,0.3913,0,agencia
CLI-0145,55,2391.56,208,0.0695,0,telefone
CLI-0146,34,4499.05,79,0.0572,0,app
CLI-0147,49,2876.32,8,0.2953,0,app
CLI-0148,31,3627.62,46,0.1215,0,app
CLI-0149,19,6028.94,5,0.3219,0,app
CLI-0150,36,3739.63,186,0.5033,0,agencia
CLI-0151,22,6332.38,151,0.4129,1,telefone
CLI-0152,48,4088.04,198,0.1582,0,app
CLI-0153,43,4783.45,119,0.3651,0,telefone
CLI-0154,52,4209.4,34,0.4136,0,app
CLI-0155,47,4149.19,215,0.13,0,app
CLI-0156,47,4122.93,60,0.4408,0,app
CLI-0157,44,2538.37,54,0.1457,0,app
CLI-0158,66,4591.43,154,0.5141,0,app
CLI-0159,62,4771.81,73,0.7115,0,app
CLI-0160,41,4061.14,91,0.1403,1,app
CLI-0161,46,7152.24,91,0.4484,0,app
CLI-0162,61,13803.51,201,0.2689,0,app
CLI-0163,63,6154.73,230,0.3966,0,telefone
CLI-0164,65,2854.03,176,0.521,1,app
CLI-0165,60,4918.26,174,0.162,0,app
CLI-0166,34,4504.62,204,0.4321,0,agencia
CLI-0167,27,10907.81,191,0.3544,0,agencia
CLI-0168,56,2093.27,67,0.1728,0,app
CLI-0169,32,3360.07,22,0.206,0,agencia
CLI-0170,65,8161.35,70,0.4809,0,agencia
CLI-0171,43,2257.69,182,0.2899,0,agencia
CLI-0172,60,7686.51,145,0.4176,0,app
CLI-0173,30,4884.74,171,0.2164,0,telefone
CLI-0174,67,3754.8,75,0.5171,0,app
CLI-0175,72,5550.11,198,0.2963,0,app
CLI-0176,57,2654.42,11,0.4936,0,app
CLI-0177,34,2245.37,57,0.1813,0,app
CLI-0178,64,2690.85,106,0.365,0,app
CLI-0179,46,3291.54,148,0.543,0,agencia
CLI-0180,31,10437.4,220,0.5356,0,agencia
CLI-0181,53,1819.37,3,0.6722,1,agencia
CLI-0182,71,2683.61,58,0.2819,0,agencia
CLI-0183,46,3010.95,8,0.0655,0,app
CLI-0184,72,1848.21,23,0.4901,0,agencia
CLI-0185,39,4957.29,105,0.3574,0,agencia
CLI-0186,36,7521.95,21,0.1316,0,app
CLI-0187,71,7165.22,199,0.4422,0,app
CLI-0188,21,4216.64,146,0.3504,0,app
CLI-0189,65,3712.95,231,0.5572,0,app
CLI-0190,69,3201.8,50,0.4335,0,agencia
CLI-0191,69,2790.65,221,0.2726,0,agencia
CLI-0192,61,5450.95,141,0.6026,0,agencia
CLI-0193,43,7105.76,84,0.4163,0,app
CLI-0194,54,1664.03,34,0.4117,0,app
CLI-0195,38,4974.99,44,0.2411,0,agencia
CLI-0196,69,9701.96,133,0.5358,1,telefone
CLI-0197,40,1650.75,144,0.6331,1,agencia
CLI-0198,20,7101.36,238,0.6056,0,app
CLI-0199,21,7308.46,8,0.3686,0,app
CLI-0200,40,3835.17,27,0.2644,0,app
CLI-0201,53,2806.97,61,0.3967,0,telefone
CLI-0202,25,7271.24,2,0.0606,0,telefone
CLI-0203,41,4632.29,101,0.3206,0,app
CLI-0204,48,4375.78,147,0.2287,0,app
CLI-0205,56,1456.7,218,0.3523,0,telefone
CLI-0206,46,7068.54,227,0.0714,0,app
CLI-0207,53,3703.06,217,0.2738,0,app
CLI-0208,70,3542.97,98,0.2057,0,app
CLI-0209,30,3119.73,219,0.4254,0,app
CLI-0210,60,6056.62,51,0.316,0,app
CLI-0211,34,10673.03,21,0.2655,0,app
CLI-0212,50,6723.89,229,0.305,0,app
CLI-0213,62,3018.86,96,0.5588,0,app
CLI-0214,49,5483.83,127,0.1905,0,agencia
CLI-0215,35,1645.27,146,0.5542,0,app
CLI-0216,46,5264.34,62,0.413,0,app
CLI-0217,35,2467.95,52,0.6476,0,agencia
CLI-0218,50,3701.01,18,0.5262,0,app
CLI-0219,63,3312.8,165,0.3864,0,app
CLI-0220,38,1491.5,5,0.3439,0,app
CLI-0221,35,6574.03,169,0.4033,0,app
CLI-0222,49,7890.85,71,0.8001,0,telefone
CLI-0223,42,3249.77,237,0.5512,1,telefone
CLI-0224,68,5042.29,10,0.4861,0,app
CLI-0225,39,2299.64,91,0.2402,0,app
CLI-0226,28,1838.5,79,0.2703,0,app
CLI-0227,48,5675.52,233,0.0709,0,telefone
CLI-0228,44,7373.42,74,0.0821,0,app
CLI-0229,50,2622.93,30,0.4479,0,app
CLI-0230,26,2510.38,45,0.2997,0,app
CLI-0231,49,6724.69,220,0.1137,0,app
CLI-0232,47,1180.07,233,0.4922,0,app
CLI-0233,28,6258.24,161,0.2097,0,app
CLI-0234,44,3021.39,238,0.1338,0,telefone
CLI-0235,32,2898.35,138,0.449,0,app
CLI-0236,25,7060.9,185,0.5666,0,app
CLI-0237,39,2324.39,19,0.5338,0,app
CLI-0238,40,2915.28,79,0.2645,0,app
CLI-0239,31,2008.04,221,0.2743,0,app
CLI-0240,42,9677.99,177,0.1259,0,app
CLI-0241,66,2852.71,212,0.7097,1,app
CLI-0242,58,7836.11,42,0.2593,0,telefone
CLI-0243,47,6113.41,225,0.1705,0,app
CLI-0244,46,3726.0,116,0.4175,0,agencia
CLI-0245,57,2927.43,117,0.198,0,app
CLI-0246,63,10229.04,155,0.7075,0,telefone
CLI-0247,35,7407.94,188,0.4528,0,app
CLI-0248,35,4209.9,208,0.1152,0,app
CLI-0249,58,4033.33,102,0.2312,0,agencia
CLI-0250,19,4367.93,19,0.2266,0,app
CLI-0251,25,1959.32,29,0.6371,0,app
CLI-0252,21,3082.06,11,0.0558,0,app
CLI-0253,41,3599.44,171,0.3221,0,agencia
CLI-0254,62,1383.96,136,0.1453,0,app
CLI-0255,43,4649.85,11,0.1575,0,app
CLI-0256,58,4582.91,167,0.572,0,agencia
CLI-0257,69,2541.76,12,0.1404,0,app
CLI-0258,23,9499.58,112,0.0462,0,agencia
CLI-0259,37,4428.68,143,0.2776,0,app
CLI-0260,47,2423.14,234,0.4243,0,telefone
CLI-0261,71,2918.79,72,0.0471,0,app
CLI-0262,57,4456.63,224,0.5886,0,telefone
CLI-0263,40,10384.05,118,0.2182,0,app
CLI-0264,38,4176.17,114,0.5615,0,app
CLI-0265,20,2945.8,115,0.7241,0,app
CLI-0266,60,5812.08,204,0.1264,0,app
CLI-0267,36,4478.41,124,0.695,0,app
CLI-0268,47,3830.67,125,0.3596,0,app
CLI-0269,51,1298.34,98,0.2579,0,app
CLI-0270,32,6956.07,118,0.3428,0,agencia
CLI-0271,24,4321.64,33,0.1799,0,app
CLI-0272,39,5034.43,41,0.6654,0,agencia
CLI-0273,26,4189.51,3,0.3134,0,agencia
CLI-0274,28,3089.97,197,0.0682,0,agencia
CLI-0275,54,4586.29,132,0.1159,0,telefone
CLI-0276,68,1572.6,214,0.577,0,agencia
CLI-0277,26,2963.61,54,0.4307,0,app
CLI-0278,59,4384.8,16,0.091,0,agencia
CLI-0279,55,3337.08,181,0.4758,0,app
CLI-0280,49,1436.52,8,0.7124,1,telefone
CLI-0281,42,3876.23,19,0.281,0,agencia
CLI-0282,53,3426.38,58,0.2038,0,app
CLI-0283,51,7482.41,85,0.6415,0,app
CLI-0284,45,3486.54,170,0.2308,0,agencia
CLI-0285,42,4000.25,102,0.3617,0,agencia
CLI-0286,61,3366.16,59,0.3389,0,app
CLI-0287,31,6100.26,144,0.3331,0,app
CLI-0288,65,1332.78,11,0.5965,0,app
CLI-0289,59,3714.62,211,0.0676,0,telefone
CLI-0290,25,3575.39,69,0.3778,0,app
CLI-0291,65,2227.7,76,0.3112,0,app
CLI-0292,46,2740.36,170,0.0982,0,app
CLI-0293,64,2035.27,141,0.5714,0,telefone
CLI-0294,47,1905.36,58,0.7187,0,app
CLI-0295,62,5723.45,51,0.3351,0,agencia
CLI-0296,68,10888.6,15,0.1758,0,agencia
CLI-0297,56,2885.77,35,0.2719,0,app
CLI-0298,72,4814.23,166,0.365,0,app
CLI-0299,31,5148.07,157,0.1325,0,app
CLI-0300,39,5117.56,26,0.3849,0,app
CLI-0301,21,1967.7,85,0.098,0,telefone
CLI-0302,39,3597.05,142,0.3184,0,app
CLI-0303,56,2698.35,76,0.3179,0,agencia
CLI-0304,44,11298.91,170,0.5201,0,app
CLI-0305,23,2645.29,153,0.3611,0,telefone
CLI-0306,26,2683.15,102,0.2058,0,app
CLI-0307,28,3680.57,68,0.1122,0,telefone
CLI-0308,40,1162.6,165,0.4498,0,app
CLI-0309,29,2571.56,134,0.4759,0,app
CLI-0310,30,4110.99,119,0.3928,0,agencia
CLI-0311,60,2353.07,217,0.4568,0,app
CLI-0312,62,3137.77,91,0.4072,0,app
CLI-0313,72,4297.34,175,0.3557,0,agencia
CLI-0314,33,5154.79,235,0.4639,0,app
CLI-0315,30,2216.7,190,0.2264,0,app
CLI-0316,52,3301.0,123,0.5068,0,app
CLI-0317,39,2423.54,126,0.4656,0,telefone
CLI-0318,27,1743.5,180,0.187,0,app
CLI-0319,53,11922.69,196,0.1339,0,telefone
CLI-0320,70,9614.38,140,0.3448,0,app
CLI-0321,57,7012.67,235,0.6739,0,agencia
CLI-0322,51,3393.4,22,0.1597,0,app
CLI-0323,65,3153.36,180,0.5935,0,telefone
CLI-0324,31,1676.59,200,0.6488,0,app
CLI-0325,52,2080.73,13,0.5076,0,telefone
CLI-0326,42,3799.2,129,0.1747,0,agencia
CLI-0327,26,5702.6,224,0.3837,0,app
CLI-0328,49,3854.34,223,0.0861,0,telefone
CLI-0329,40,4523.12,20,0.6119,0,app
CLI-0330,45,3254.19,181,0.5189,0,app
CLI-0331,20,2750.32,18,0.672,0,telefone
CLI-0332,21,2830.76,162,0.5207,0,app
CLI-0333,23,4381.33,197,0.6367,0,app
CLI-0334,46,5005.21,27,0.0881,0,app
CLI-0335,39,4584.06,112,0.4231,0,app
CLI-0336,60,1929.52,111,0.1682,1,telefone
CLI-0337,65,6009.51,120,0.0205,0,agencia
CLI-0338,62,3161.97,51,0.6432,0,app
CLI-0339,57,5583.55,229,0.1589,0,app
CLI-0340,32,2402.51,109,0.4906,0,app
CLI-0341,32,2868.39,172,0.4402,0,agencia
CLI-0342,69,1889.46,112,0.2554,0,agencia
CLI-0343,53,2705.12,98,0.6836,0,app
CLI-0344,49,3999.17,71,0.3694,0,telefone
CLI-0345,67,2798.21,31,0.2177,0,telefone
CLI-0346,25,3128.68,139,0.3319,0,app
CLI-0347,23,7697.54,34,0.5759,0,app
CLI-0348,44,2508.08,147,0.3162,0,app
CLI-0349,21,7117.82,195,0.2564,0,app
CLI-0350,45,3592.94,154,0.1367,0,app
CLI-0351,67,2644.05,185,0.6194,0,agencia
CLI-0352,69,5300.81,159,0.1409,0,app
CLI-0353,56,2541.97,213,0.5861,0,agencia
CLI-0354,45,1442.85,26,0.3649,0,app
CLI-0355,57,3772.39,38,0.3244,0,app
CLI-0356,20,9539.63,104,0.0402,0,app
CLI-0357,26,3368.19,176,0.7665,0,app
CLI-0358,39,4355.74,14,0.117,0,app
CLI-0359,26,2200.36,113,0.6279,0,app
CLI-0360,24,3665.74,59,0.2758,0,telefone
CLI-0361,54,3174.98,162,0.3013,0,app
CLI-0362,36,5815.85,73,0.239,0,app
CLI-0363,66,2760.46,180,0.0997,0,app
CLI-0364,58,2762.45,138,0.447,0,app
CLI-0365,47,4125.45,222,0.3633,0,app
CLI-0366,31,1820.01,223,0.1753,0,agencia
CLI-0367,51,1767.82,216,0.1879,0,app
CLI-0368,52,5227.77,110,0.2032,0,app
CLI-0369,29,1974.1,190,0.6975,0,app
CLI-0370,42,3788.37,70,0.4033,0,app
CLI-0371,43,8939.44,157,0.3591,0,app
CLI-0372,61,7282.8,113,0.2651,0,telefone
CLI-0373,41,2755.74,121,0.0622,0,app
CLI-0374,67,1863.11,211,0.3035,0,agencia
CLI-0375,38,3496.36,17,0.3354,0,telefone
CLI-0376,29,4022.03,156,0.3315,0,agencia
CLI-0377,19,6059.65,136,0.4376,0,app
CLI-0378,40,2504.76,236,0.3332,0,telefone
CLI-0379,29,9245.02,194,0.3025,0,telefone
CLI-0380,51,5271.11,10,0.5412,0,app
CLI-0381,56,4405.75,1,0.2666,0,telefone
CLI-0382,63,4631.4,92,0.6961,0,telefone
CLI-0383,31,3163.64,57,0.7224,0,app
CLI-0384,30,7546.94,121,0.292,0,app
CLI-0385,59,3823.45,60,0.2924,0,telefone
CLI-0386,70,3816.6,166,0.4153,0,app
CLI-0387,68,1469.76,222,0.6108,0,app
CLI-0388,54,2336.12,175,0.6012,0,app
CLI-0389,48,2382.75,115,0.3639,1,app
CLI-0390,19,2399.92,180,0.6568,1,app
CLI-0391,19,7290.22,186,0.2197,0,app
CLI-0392,20,3921.55,216,0.484,0,app
CLI-0393,20,3791.47,168,0.5278,0,agencia
CLI-0394,64,3353.25,96,0.1633,0,agencia
CLI-0395,30,3722.18,156,0.1351,0,app
CLI-0396,54,2186.84,46,0.0891,0,app
CLI-0397,34,5787.57,89,0.2811,0,app
CLI-0398,51,3687.02,172,0.4231,0,app
CLI-0399,52,2701.95,108,0.4469,0,agencia
CLI-0400,31,5572.29,85,0.122,1,agencia
CLI-0401,36,7168.64,82,0.5841,0,agencia
CLI-0402,71,3503.94,47,0.4807,0,agencia
CLI-0403,29,4705.2,62,0.4149,0,app
CLI-0404,70,5484.84,102,0.2011,0,agencia
CLI-0405,53,2121.39,105,0.2972,0,app
CLI-0406,58,4709.28,70,0.3827,0,app
CLI-0407,68,3700.4,103,0.5219,0,app
CLI-0408,63,7229.36,118,0.3282,0,app
CLI-0409,27,5635.82,209,0.1487,0,telefone
CLI-0410,53,6894.42,211,0.6316,0,app
CLI-0411,60,2977.21,64,0.0496,0,app
CLI-0412,33,5975.76,134,0.5152,0,app
CLI-0413,48,6640.07,104,0.1955,0,telefone
CLI-0414,55,3637.87,68,0.5727,0,app
CLI-0415,33,3799.93,44,0.2358,0,app
CLI-0416,23,7050.34,192,0.3358,0,app
CLI-0417,20,4201.01,211,0.1895,0,agencia
CLI-0418,57,3408.73,222,0.7925,1,agencia
CLI-0419,45,6811.81,229,0.1488,0,app
CLI-0420,54,4755.17,214,0.3396,0,app
