cliente_id,idade,renda_mensal,tempo_relacionamento_meses,uso_limite,inadimplente,canal
CLI-0139,56,11147.46,232,0.2092,0,telefone
CLI-0140,51,3806.55,83,0.3503,0,app
CLI-0141,48,4628.55,226,0.3591,0,telefone
CLI-0142,64,1700.49,29,0.2202,0,app
CLI-0143,33,1338.9,135,0.0416,0,app
CLI-0144,39,3957.45,111,0.4109,0,agencia
CLI-0145,52,4713.33,195,0.3253,0,app
CLI-0146,34,2429.32,201,0.057,0,app
CLI-0147,71,6147.39,180,0.0758,0,app
CLI-0148,31,4984.21,127,0.4161,0,telefone
CLI-0149,40,4042.34,30,0.5044,0,app
CLI-0150,58,6641.66,93,0.154,0,app
CLI-0151,67,3070.56,143,0.6509,0,telefone
CLI-0152,64,9931.85,113,0.2442,0,app
CLI-0153,49,3688.07,207,0.2429,0,agencia
CLI-0154,20,5117.27,176,0.3553,0,app
CLI-0155,68,2866.75,67,0.4526,0,telefone
CLI-0156,65,4138.43,135,0.638,0,app
CLI-0157,72,2887.21,55,0.3062,0,app
CLI-0158,44,12482.07,206,0.4747,0,app
CLI-0159,33,6159.38,9,0.1123,0,telefone
CLI-0160,22,7021.47,186,0.3828,0,agencia
CLI-0161,68,6125.92,80,0.4636,0,app
CLI-0162,69,3304.55,60,0.5482,0,telefone
CLI-0163,55,1913.32,154,0.3437,0,agencia
CLI-0164,28,6417.83,105,0.1595,0,app
CLI-0165,72,5527.9,235,0.1532,0,app
CLI-0166,61,2330.58,18,0.1402,1,telefone
CLI-0167,62,3017.03,124,0.2216,0,app
CLI-0168,34,2286.06,122,0.4148,0,app
CLI-0169,70,2752.5,112,0.4955,0,app
CLI-0170,33,5459.76,134,0.5861,0,app
CLI-0171,72,7630.09,75,0.1863,0,app
CLI-0172,34,2612.24,51,0.354,0,app
CLI-0173,39,6951.59,191,0.56,0,telefone
CLI-0174,41,4318.43,179,0.7221,0,app
CLI-0175,69,4488.24,153,0.3189,0,app
CLI-0176,20,4303.54,231,0.4101,0,telefone
CLI-0177,64,2303.01,231,0.2792,0,app
CLI-0178,36,2022.9,156,0.2427,0,app
CLI-0179,39,4613.79,218,0.6022,0,telefone
CLI-0180,37,2497.14,205,0.0938,0,app
CLI-0181,29,3997.01,51,0.4251,0,app
CLI-0182,60,3533.69,31,0.6513,0,app
CLI-0183,65,3967.44,120,0.2558,0,telefone
CLI-0184,37,2594.38,64,0.2719,0,app
CLI-0185,33,5419.71,83,0.1656,0,app
CLI-0186,31,5159.3,172,0.2576,0,app
CLI-0187,68,6357.35,132,0.5102,0,app
CLI-0188,64,2611.58,202,0.2816,0,agencia
CLI-0189,72,3155.79,46,0.3046,0,app
CLI-0190,68,3117.94,17,0.0861,0,app
CLI-0191,30,2385.89,59,0.5907,0,app
CLI-0192,69,2168.01,141,0.2115,0,app
CLI-0193,21,5653.84,209,0.4689,0,app
CLI-0194,56,2570.73,54,0.0913,0,app
CLI-0195,62,2507.8,227,0.7537,0,telefone
CLI-0196,44,8265.68,2,0.4085,0,agencia
CLI-0197,50,6288.88,216,0.0498,0,telefone
CLI-0198,20,9487.09,108,0.2388,0,app
CLI-0199,39,2609.16,63,0.5031,0,app
CLI-0200,68,3376.16,49,0.2637,0,app
CLI-0201,38,2063.63,17,0.2615,0,telefone
CLI-0202,38,2530.59,145,0.3828,0,app
CLI-0203,37,6443.18,6,0.5159,0,app
CLI-0204,21,4444.17,80,0.3379,0,app
CLI-0205,51,3468.31,110,0.2019,0,app
CLI-0206,45,2442.72,187,0.3185,0,app
CLI-0207,64,5951.58,180,0.3378,0,telefone
CLI-0208,48,1873.47,31,0.3006,0,app
CLI-0209,48,1025.99,135,0.3969,0,agencia
CLI-0210,48,3692.33,108,0.2967,0,agencia
CLI-0211,61,4100.75,98,0.4021,0,app
CLI-0212,33,2592.82,88,0.2971,0,telefone
CLI-0213,22,2556.64,30,0.4129,0,app
CLI-0214,48,4508.37,99,0.0891,0,app
CLI-0215,34,1897.73,238,0.2685,0,app
CLI-0216,23,2718.85,132,0.2717,0,agencia
CLI-0217,38,8196.19,228,0.5982,0,app
CLI-0218,51,3059.03,134,0.4222,0,app
CLI-0219,56,3825.52,128,0.1142,0,app
CLI-0220,39,4734.5,11,0.2498,0,app
CLI-0221,63,1062.29,147,0.1497,0,app
CLI-0222,51,4235.79,91,0.4696,0,app
CLI-0223,32,5805.38,161,0.1379,0,app
CLI-0224,25,9539.68,54,0.7077,0,app
CLI-0225,44,1700.37,182,0.4478,0,telefone
CLI-0226,70,4506.84,127,0.5158,0,app
CLI-0227,57,2201.04,58,0.4926,0,agencia
CLI-0228,42,5258.09,7,0.5092,0,agencia
CLI-0229,23,3076.93,227,0.3939,0,telefone
CLI-0230,26,2242.93,165,0.5015,0,app
CLI-0231,58,3480.6,90,0.5429,0,app
CLI-0232,53,2696.17,92,0.3628,0,app
CLI-0233,57,3779.96,195,0.3357,0,app
CLI-0234,61,2376.35,212,0.0367,0,app
CLI-0235,20,1774.52,102,0.1436,0,app
CLI-0236,51,2150.49,106,0.2436,0,agencia
CLI-0237,54,4541.48,139,0.1257,0,app
CLI-0238,29,2541.23,95,0.2736,1,telefone
CLI-0239,23,4972.88,139,0.474,0,agencia
CLI-0240,57,4348.31,110,0.3677,0,telefone
CLI-0241,29,6054.57,100,0.54,0,app
CLI-0242,54,3633.29,221,0.5167,0,agencia
CLI-0243,32,4680.18,25,0.3379,0,app
CLI-0244,20,3166.81,216,0.2639,0,agencia
CLI-0245,70,1981.45,13,0.642,0,app
CLI-0246,60,1839.19,44,0.4308,0,app
CLI-0247,60,6066.25,204,0.2891,0,agencia
CLI-0248,23,6338.77,154,0.2782,0,app
CLI-0249,72,5225.44,154,0.3996,0,app
CLI-0250,23,3012.27,29,0.7202,1,app
CLI-0251,64,2897.11,196,0.8051,0,telefone
CLI-0252,22,7792.45,9,0.3008,0,app
CLI-0253,68,5119.39,56,0.1521,0,app
CLI-0254,53,6253.22,16,0.4091,0,app
CLI-0255,71,4165.61,179,0.5426,0,agencia
CLI-0256,53,4909.27,161,0.1925,0,agencia
CLI-0257,48,3526.97,184,0.3365,0,app
CLI-0258,34,2654.11,213,0.5952,0,app
CLI-0259,63,3911.79,222,0.0981,0,app
CLI-0260,30,8220.58,96,0.8157,0,app
CLI-0261,70,3145.88,1,0.28,0,telefone
CLI-0262,70,4605.21,237,0.429,0,app
CLI-0263,28,4280.96,63,0.0301,0,telefone
CLI-0264,36,3201.72,84,0.2688,0,telefone
CLI-0265,37,2956.0,140,0.2395,0,app
CLI-0266,26,3219.99,35,0.6047,0,app
CLI-0267,52,1655.85,80,0.1267,0,telefone
CLI-0268,59,3531.4,225,0.3742,0,app
CLI-0269,52,4590.19,40,0.1887,0,app
CLI-0270,69,2109.61,63,0.097,0,app
CLI-0271,28,2738.41,110,0.5864,1,app
CLI-0272,57,5387.65,221,0.1485,0,telefone
CLI-0273,47,3455.91,111,0.5191,0,app
CLI-0274,63,4866.61,18,0.2401,0,app
CLI-0275,59,2363.74,63,0.38,0,app
CLI-0276,53,1962.64,81,0.5126,0,app
CLI-0277,68,4153.67,35,0.455,0,agencia
CLI-0278,30,6385.82,223,0.3342,0,app
CLI-0279,40,6093.3,42,0.4893,1,app
CLI-0280,21,4158.9,145,0.2471,0,app
CLI-0281,65,1472.46,164,0.1675,0,telefone
CLI-0282,55,5309.55,211,0.3157,0,agencia
CLI-0283,65,1805.53,106,0.8306,1,app
CLI-0284,30,1448.37,217,0.1741,0,app
CLI-0285,48,3864.47,240,0.3294,0,app
CLI-0286,32,1498.93,23,0.4799,1,app
CLI-0287,55,4190.29,72,0.481,0,app
CLI-0288,22,3429.31,70,0.2948,0,telefone
CLI-0289,64,4525.77,103,0.1745,0,app
CLI-0290,51,4334.68,97,0.6517,0,app
CLI-0291,32,3234.79,194,0.6956,0,app
CLI-0292,50,2210.97,107,0.4699,0,app
CLI-0293,46,2097.21,46,0.4798,0,telefone
CLI-0294,30,3005.98,162,0.6246,0,app
CLI-0295,67,5529.8,224,0.3754,0,app
CLI-0296,40,1965.39,219,0.2447,0,app
CLI-0297,32,3443.22,160,0.587,0,app
CLI-0298,69,6875.32,233,0.4038,0,app
CLI-0299,24,4497.19,227,0.6137,0,agencia
CLI-0300,64,2221.8,194,0.411,0,app
CLI-0301,55,2247.69,114,0.3916,0,app
CLI-0302,65,8475.1,129,0.3725,1,agencia
CLI-0303,64,2216.4,13,0.2654,0,app
CLI-0304,51,2669.54,188,0.5567,0,app
CLI-0305,46,8416.6,195,0.4369,0,agencia
CLI-0306,65,2748.73,61,0.5675,0,agencia
CLI-0307,22,3422.94,10,0.1363,0,app
CLI-0308,53,2763.41,233,0.6332,0,app
CLI-0309,37,7951.89,211,0.4314,0,app
CLI-0310,67,2988.24,178,0.3352,0,app
CLI-0311,46,3096.35,192,0.3265,0,app
CLI-0312,58,9650.52,134,0.5709,0,app
CLI-0313,34,2517.73,215,0.7214,0,app
CLI-0314,35,3973.77,80,0.7438,0,telefone
CLI-0315,42,3857.29,224,0.4622,0,app
CLI-0316,46,1184.01,235,0.6733,0,app
CLI-0317,62,2411.97,212,0.2721,0,app
CLI-0318,58,2354.96,28,0.1845,0,agencia
CLI-0319,62,2078.62,146,0.5189,0,app
CLI-0320,55,4144.84,69,0.1691,0,app
CLI-0321,22,3754.39,90,0.2253,0,agencia
CLI-0322,60,2100.38,92,0.456,0,agencia
CLI-0323,38,7460.31,169,0.2701,0,app
CLI-0324,22,3402.3,94,0.203,0,app
CLI-0325,38,3234.98,125,0.3678,0,agencia
CLI-0326,24,5477.67,204,0.5424,0,agencia
CLI-0327,37,7044.5,171,0.1754,0,app
CLI-0328,64,7126.8,51,0.2859,0,app
CLI-0329,51,3030.49,151,0.4414,0,telefone
CLI-0330,68,2123.18,77,0.147,0,app
CLI-0331,24,4186.99,34,0.2584,0,app
CLI-0332,29,3401.74,101,0.4638,0,telefone
CLI-0333,19,2242.32,31,0.1453,1,agencia
CLI-0334,72,2070.6,130,0.2299,0,app
CLI-0335,65,3886.86,220,0.1465,0,app
CLI-0336,23,6021.56,206,0.0681,0,app
CLI-0337,23,4921.07,189,0.201,0,app
CLI-0338,56,4225.11,184,0.6059,1,app
CLI-0339,61,5596.4,98,0.3959,0,app
CLI-0340,27,4220.22,164,0.4746,0,app
CLI-0341,65,2753.25,160,0.3396,0,agencia
CLI-0342,44,6174.82,144,0.6046,0,app
CLI-0343,64,6477.69,143,0.3936,0,telefone
CLI-0344,47,2385.08,13,0.1193,0,agencia
CLI-0345,46,2979.35,152,0.6935,0,telefone
CLI-0346,49,2730.0,147,0.3516,0,app
CLI-0347,24,4260.59,148,0.3424,0,app
CLI-0348,39,4101.75,102,0.079,0,agencia
CLI-0349,43,5258.09,167,0.2146,0,app
CLI-0350,22,6380.7,68,0.6188,0,telefone
CLI-0351,50,5730.91,45,0.1048,0,agencia
CLI-0352,42,5827.76,83,0.4796,0,telefone
CLI-0353,64,1646.73,142,0.2142,0,agencia
CLI-0354,30,3846.14,174,0.8227,0,app
CLI-0355,35,6495.59,45,0.2559,0,telefone
CLI-0356,63,3211.76,43,0.4656,0,telefone
CLI-0357,64,4229.08,14,0.2225,0,app
CLI-0358,38,3811.86,11,0.1922,0,app
CLI-0359,66,3087.31,17,0.37,0,agencia
CLI-0360,38,2542.14,180,0.1314,0,app
CLI-0361,33,4709.12,87,0.5748,0,app
CLI-0362,22,3315.22,166,0.3592,0,app
CLI-0363,65,4188.11,11,0.5859,0,telefone
CLI-0364,38,5465.15,48,0.4168,0,agencia
CLI-0365,72,4219.7,237,0.5097,0,app
CLI-0366,55,6609.44,130,0.2486,0,app
CLI-0367,44,2773.29,144,0.3794,0,app
CLI-0368,60,2590.59,1,0.3599,0,app
CLI-0369,56,6210.15,161,0.251,0,app
CLI-0370,45,2690.42,227,0.2212,0,app
CLI-0371,44,5730.79,58,0.254,0,app
CLI-0372,59,3785.53,4,0.41,0,agencia
CLI-0373,63,3464.53,209,0.5742,0,app
CLI-0374,43,2220.91,227,0.4628,0,app
CLI-0375,38,9807.13,131,0.5284,0,app
CLI-0376,24,1850.25,4,0.6115,0,telefone
CLI-0377,59,2865.16,73,0.5091,0,telefone
CLI-0378,69,6165.17,69,0.2894,0,app
CLI-0379,34,6828.67,108,0.4522,0,app
CLI-0380,47,4237.25,197,0.4017,0,app
CLI-0381,21,2928.35,113,0.3098,0,app
CLI-0382,33,3060.11,66,0.2912,0,app
CLI-0383,39,2569.67,133,0.2422,0,app
CLI-0384,43,1189.71,74,0.1373,0,app
CLI-0385,60,4636.38,77,0.4692,1,app
CLI-0386,58,6667.16,91,0.7433,0,app
CLI-0387,35,4664.64,20,0.5841,0,app
CLI-0388,49,3126.2,161,0.2301,0,app
CLI-0389,57,2229.5,39,0.5125,0,app
CLI-0390,28,7481.21,24,0.2599,0,telefone
CLI-0391,53,2144.41,16,0.1222,0,agencia
CLI-0392,44,13630.25,126,0.4621,0,app
CLI-0393,26,1227.83,218,0.4726,0,app
CLI-0394,27,4637.74,221,0.4306,0,app
CLI-0395,43,4453.38,224,0.3487,0,agencia
CLI-0396,72,2629.54,178,0.2011,0,app
CLI-0397,55,4906.82,113,0.4562,0,app
CLI-0398,61,5008.9,67,0.3828,0,app
CLI-0399,53,1762.14,73,0.2735,0,app
CLI-0400,32,4209.21,161,0.5095,0,agencia
CLI-0401,20,9706.34,1,0.9047,0,agencia
CLI-0402,54,4407.71,207,0.4899,0,app
CLI-0403,21,2464.51,65,0.9223,1,app
CLI-0404,66,4760.83,54,0.2883,0,telefone
CLI-0405,66,3137.25,135,0.2926,0,app
CLI-0406,45,2845.39,157,0.1489,0,app
CLI-0407,70,5511.04,168,0.4044,0,telefone
CLI-0408,49,4183.88,101,0.3916,0,app
CLI-0409,37,3362.75,224,0.4701,0,telefone
CLI-0410,69,7271.58,65,0.3433,0,app
CLI-0411,47,2703.23,52,0.0876,0,app
CLI-0412,55,6017.43,143,0.3787,0,app
CLI-0413,29,9891.5,179,0.5126,0,app
CLI-0414,65,2816.22,219,0.2751,0,agencia
CLI-0415,49,3427.96,127,0.203,0,app
CLI-0416,64,3097.9,110,0.2617,0,app
CLI-0417,60,2824.75,129,0.3848,0,app
CLI-0418,27,4792.09,80,0.475,0,agencia
CLI-0419,40,2822.81,106,0.6354,1,app
CLI-0420,33,2694.15,230,0.5198,0,app
CLI-0421,72,3180.18,136,0.8022,0,app
CLI-0422,35,5688.45,171,0.2238,0,app
CLI-0423,55,2796.64,176,0.557,0,app
CLI-0424,42,11711.38,202,0.1803,0,agencia
CLI-0425,46,3039.84,218,0.5159,0,agencia
CLI-0426,63,3469.94,1,0.4362,0,telefone
CLI-0427,35,3237.59,172,0.6803,0,telefone
CLI-0428,61,2016.53,237,0.4001,0,app
CLI-0429,34,3620.17,48,0.5433,0,app
CLI-0430,25,4453.28,11,0.3683,0,app
CLI-0431,25,911.4,5,0.6447,0,app
CLI-0432,23,4858.46,13,0.3929,0,app
CLI-0433,70,3971.62,120,0.6423,0,telefone
CLI-0434,20,3428.09,34,0.2884,0,app
CLI-0435,69,4197.1,4,0.6283,0,app
CLI-0436,65,4687.08,67,0.4143,0,app
CLI-0437,40,5416.65,205,0.0902,0,app
CLI-0438,54,2325.46,97,0.0734,0,app
CLI-0439,63,2799.18,225,0.707,0,telefone
CLI-0440,42,2782.27,167,0.0534,0,app
CLI-0441,41,4030.79,200,0.4477,0,agencia
CLI-0442,40,4051.5,110,0.2761,0,app
CLI-0443,20,4663.71,123,0.5874,0,telefone
CLI-0444,47,4672.31,232,0.3949,0,app
CLI-0445,60,3345.31,187,0.719,0,agencia
CLI-0446,52,4116.64,2,0.4484,1,app
CLI-0447,48,8298.79,27,0.2687,0,app
CLI-0448,49,1960.07,5,0.2316,0,app
CLI-0449,64,2765.91,216,0.5779,0,app
CLI-0450,20,4291.18,144,0.3124,0,agencia
CLI-0451,58,3105.21,16,0.3412,0,app
CLI-0452,23,1651.66,188,0.2913,0,app
CLI-0453,46,8301.76,141,0.248,0,app
CLI-0454,19,2395.85,6,0.1667,0,telefone
CLI-0455,53,7985.98,87,0.501,0,app
CLI-0456,70,3201.57,195,0.7862,0,app
CLI-0457,64,2579.01,118,0.3652,1,app
CLI-0458,55,5990.79,213,0.4198,0,app
CLI-0459,30,1687.81,67,0.2869,0,app
CLI-0460,40,4062.55,92,0.0557,0,app
CLI-0461,25,1862.26,228,0.7,0,app
CLI-0462,52,5167.64,146,0.4232,0,agencia
CLI-0463,58,5677.94,48,0.3264,0,app
CLI-0464,53,4075.8,90,0.0576,0,app
CLI-0465,53,3494.3,236,0.5112,1,app
CLI-0466,67,10106.26,233,0.4304,0,agencia
CLI-0467,72,3922.62,165,0.2684,0,app
CLI-0468,58,2226.01,68,0.434,0,app
CLI-0469,37,4675.72,98,0.4308,0,agencia
CLI-0470,25,2657.5,180,0.5556,0,telefone
CLI-0471,51,3027.72,98,0.0863,0,telefone
CLI-0472,71,6598.74,85,0.4411,0,agencia
CLI-0473,46,2563.65,85,0.3136,0,app
CLI-0474,63,4200.55,83,0.2104,0,app
CLI-0475,68,1909.58,1,0.6779,0,app
CLI-0476,37,5991.06,160,0.2495,0,app
CLI-0477,51,5495.94,228,0.5001,0,app
CLI-0478,67,2653.71,77,0.0886,0,app
CLI-0479,58,1300.58,137,0.2167,0,app
CLI-0480,63,3103.03,100,0.344,0,app
CLI-0481,21,4221.71,116,0.2746,0,agencia
CLI-0482,72,1742.35,144,0.7169,1,telefone
CLI-0483,54,5814.72,164,0.1696,0,app
CLI-0484,71,4028.52,8,0.2219,0,app
CLI-0485,30,4579.61,63,0.3144,0,app
CLI-0486,23,2550.9,164,0.4244,0,app
CLI-0487,32,5071.14,121,0.6536,0,telefone
CLI-0488,49,10335.96,113,0.4988,0,telefone
CLI-0489,54,3305.83,218,0.3275,0,agencia
CLI-0490,43,4020.27,96,0.2024,0,telefone
CLI-0491,20,15143.1,86,0.2794,0,app
CLI-0492,27,3511.66,186,0.3735,0,telefone
CLI-0493,70,8741.61,57,0.265,0,app
CLI-0494,29,1834.15,133,0.3229,0,app
CLI-0495,50,1630.76,228,0.3205,0,app
CLI-0496,55,1996.44,99,0.0478,0,agencia
CLI-0497,23,3113.65,146,0.5638,0,app
CLI-0498,53,2292.99,64,0.7404,1,app
CLI-0499,71,2081.77,181,0.1578,0,app
CLI-0500,32,4715.01,235,0.3412,1,telefone
CLI-0501,45,3423.36,117,0.2444,0,app
CLI-0502,45,2861.1,190,0.2512,1,app
CLI-0503,68,5870.15,224,0.4652,0,app
CLI-0504,61,3491.95,90,0.462,0,telefone
CLI-0505,59,1606.28,90,0.5544,0,app
CLI-0506,21,11775.43,6,0.4239,0,agencia
CLI-0507,59,2628.03,162,0.5335,0,agencia
CLI-0508,63,1676.64,112,0.6725,1,app
CLI-0509,38,4741.0,70,0.5081,0,app
CLI-0510,52,1419.0,24,0.6567,0,app
CLI-0511,29,6011.02,138,0.4137,0,app
CLI-0512,53,2137.99,49,0.4185,0,agencia
CLI-0513,48,4191.5,180,0.2674,0,app
CLI-0514,28,4122.91,233,0.2669,0,app
CLI-0515,30,2501.82,26,0.1335,0,app
CLI-0516,56,4611.52,39,0.4007,0,agencia
CLI-0517,22,4890.67,55,0.1747,0,telefone
CLI-0518,70,3044.71,16,0.028,0,app
CLI-0519,72,12291.51,65,0.3747,0,app
CLI-0520,57,5611.5,234,0.3853,0,app
CLI-0521,23,3835.26,106,0.1752,0,app
CLI-0522,27,3474.84,236,0.4765,0,app
CLI-0523,38,3563.71,227,0.2121,0,app
CLI-0524,58,3246.07,114,0.7352,0,agencia
CLI-0525,35,2427.18,89,0.6189,0,app
CLI-0526,70,7715.27,63,0.187,0,telefone
CLI-0527,39,9633.4,77,0.308,0,agencia
CLI-0528,21,2941.36,198,0.3924,0,app
CLI-0529,50,3977.58,33,0.7018,0,telefone
CLI-0530,48,5053.59,111,0.2739,0,app
CLI-0531,66,3371.84,113,0.1472,0,app
CLI-0532,51,5203.5,229,0.3869,0,app
CLI-0533,30,4795.54,163,0.3437,0,app
CLI-0534,37,1555.56,203,0.2355,0,agencia
CLI-0535,23,3883.69,129,0.08,0,app
CLI-0536,55,2800.61,200,0.3823,0,telefone
CLI-0537,27,3400.97,54,0.5346,1,telefone
CLI-0538,52,10045.68,46,0.6901,0,app
CLI-0539,40,3361.33,131,0.0701,0,agencia
CLI-0540,63,5311.29,7,0.2393,0,app
CLI-0541,64,1128.05,98,0.5734,0,app
CLI-0542,34,3895.41,103,0.3345,0,agencia
CLI-0543,44,1818.69,40,0.5314,1,app
CLI-0544,31,4474.28,236,0.679,0,app
