id,x1,x2,x3,x4,target
153,0.7101,1.5509,0.7599,-0.4425,-0.0532
154,1.3048,1.9582,0.5755,-0.7001,0.3406
155,-0.1651,-0.5872,-0.7609,0.9764,0.1527
156,0.0902,-0.1413,-0.8041,-0.2877,0.7124
157,0.8770,3.0378,1.0389,0.8561,1.4648
158,-0.1005,0.8091,0.9245,-0.7688,-0.3373
159,0.5419,0.4752,0.6519,0.6727,0.4310
160,1.0470,-0.2901,0.1708,-0.5091,0.6270
161,0.3092,0.4602,-0.2739,-0.0378,-0.4751
162,0.6398,-1.0888,1.1159,0.7492,2.2636
163,1.5856,1.2710,0.5658,-0.2065,1.5702
164,-0.0225,-0.9919,-0.2185,-0.9892,0.7782
165,-0.6500,-1.8261,-0.4055,0.7946,0.5654
166,-1.0435,-0.5883,-0.8429,0.0627,-0.5838
167,1.4915,-0.2332,0.9155,-0.0176,2.0174
168,-0.6090,-1.1648,-0.5020,0.0717,0.0585
169,-0.4349,2.4451,-0.1091,0.0573,-1.6596
170,-0.1175,-0.5622,-0.6647,-0.4901,-0.7691
171,1.3239,0.5971,0.8181,-0.0690,1.7715
172,-1.0322,0.2365,-1.0238,0.9390,-1.9159
173,-0.4922,2.0361,0.2425,-0.8006,-2.3500
174,0.8971,-0.3212,0.5840,0.2021,0.8290
175,2.0641,1.4911,0.6289,0.1632,1.1929
176,-0.2661,0.4038,0.1359,0.4966,-0.2842
177,0.0993,0.1178,0.0957,-0.0311,-0.2697
178,0.6425,0.3716,0.4842,0.2248,0.1446
179,-0.0935,-0.2279,0.6496,0.6184,0.1319
180,1.0879,-0.2355,-0.2032,0.0975,0.6038
181,0.0575,0.0903,-0.3743,-0.9045,-1.3042
182,-0.3448,-0.0099,-0.6633,-0.6988,-0.0657
183,-0.3412,-0.3441,-0.4768,-0.1852,-1.0485
184,-0.3713,0.8488,-0.1565,0.2668,-0.9897
185,1.1730,0.3945,1.1389,0.1297,1.3190
186,0.8180,-1.3350,0.2690,-0.6749,1.0672
187,0.7879,1.0548,0.0926,0.8737,0.6121
188,-1.4843,0.1869,-0.8125,-0.0842,-1.4645
189,-0.6213,-0.6682,-0.4538,0.9729,-0.4426
190,-0.4356,1.1528,0.4618,0.6694,-0.8674
191,-0.9195,0.5093,-1.3569,0.1867,-1.8785
192,-0.3382,0.0710,0.3042,0.2215,-1.1632
193,0.0785,0.7124,0.1213,0.1270,0.3817
194,0.7532,-0.1361,0.9924,0.6755,1.6635
195,-0.9343,-1.6991,-0.3135,-0.9932,-0.5230
196,0.6869,-0.4219,0.3799,-0.1721,0.5474
197,1.2312,0.0329,-0.3488,-0.8033,2.0364
198,-0.9339,0.4771,-0.4530,-0.7686,-1.6456
199,1.3373,0.5926,0.4038,0.7443,1.6396
200,0.8928,0.6437,0.6479,0.5269,0.4960
201,-1.5703,1.7496,-0.6267,-0.3251,-2.5987
202,-3.1575,2.4813,-1.5720,0.8433,-4.0287
203,-0.7327,-0.2381,-0.9484,-0.7511,-1.3271
204,-0.8110,-0.3185,-0.0206,-0.9270,-1.1498
205,0.8250,-0.0271,0.1187,0.5422,0.8911
206,0.2452,-0.9586,0.8131,-0.8916,0.3052
207,-0.5029,-0.2573,-0.3756,-0.1399,-0.5362
208,-1.7878,-1.0432,-1.7280,-0.7106,-2.0590
209,-0.8550,-0.9471,-1.4030,-0.2875,-1.0904
210,0.0965,-0.4110,-0.1361,-0.0068,-0.0011
211,-0.5128,-0.7143,-0.7180,-0.4943,-0.3400
212,-0.1630,-0.7727,-0.6353,-0.8786,1.5478
213,-2.4406,-0.9004,-2.0523,0.8553,-2.6632
214,-1.6861,-0.0761,-0.5466,0.8257,-1.3756
215,-2.2949,-0.1056,-1.3325,0.6307,-2.1947
216,0.2738,0.0626,0.7540,-0.2066,1.4143
217,0.5834,-1.0400,0.7571,-0.3738,0.7611
218,-1.0108,0.6766,-0.0951,0.4065,-1.3747
219,1.0295,-1.5104,2.0823,0.2372,2.2294
220,0.2871,0.3559,0.9807,0.7253,0.6700
221,-1.4399,0.3698,-1.1974,-0.1627,-1.2991
222,-0.5756,-1.0541,-0.5714,0.1447,0.2761
223,0.3553,-0.3712,0.4909,-0.1824,0.1251
224,-1.1586,-0.4246,-1.5328,0.3652,-0.2465
225,2.3328,0.7036,1.5718,0.5974,2.6951
226,-1.2265,0.5640,-0.5913,0.6261,-0.9138
227,-2.5690,1.0499,-0.9842,0.4608,-3.2225
228,0.2265,-1.1836,0.2926,-0.4055,0.3736
229,1.4360,-0.0046,0.7855,-0.0447,0.8638
230,-1.5779,0.1957,-1.1900,0.5194,-2.4971
231,0.6454,-0.4647,0.4241,-0.0859,1.3257
232,0.3233,-0.5321,0.6550,0.8610,0.5865
233,-0.4640,0.5994,-0.8268,-0.9248,-0.2942
234,0.1892,0.6409,-0.5398,-0.7743,0.1281
235,2.4043,2.7927,1.6554,0.8808,1.0081
236,-1.9648,0.5949,-1.2463,0.6973,-2.6905
237,-0.8071,0.3714,0.0189,-0.5225,-0.6258
238,-0.3463,-2.1186,-0.1164,-0.8207,-1.4785
239,0.3967,-0.4133,-0.0133,0.3362,1.0725
240,-1.4863,-0.6193,-0.7283,-0.2200,-1.5862
241,0.1458,-0.3993,0.0340,0.3742,0.2678
242,-0.6414,-0.9616,-0.1533,0.2044,-0.3597
243,-0.0136,1.3795,-0.1749,0.1417,-0.4491
244,-0.6659,0.7849,-1.0310,-0.8138,-1.2684
245,0.1815,0.5263,-0.2156,-0.3672,-0.2476
246,0.7753,0.8713,0.0132,0.8355,0.8607
247,-0.3803,-1.4031,-0.4559,-0.2606,-0.2768
248,-0.0405,-0.5950,-0.3464,0.0031,0.5576
249,0.3081,0.2443,0.7672,0.3968,0.1250
250,-1.1826,-2.2141,-1.4509,0.0062,-0.2224
251,0.3108,0.2565,-0.2993,0.2078,-0.1024
252,1.1075,0.6125,1.3169,-0.0515,1.5362
253,0.1926,-0.8639,-0.1945,-0.1033,0.3519
254,2.5415,-1.7892,1.2666,-0.9864,3.5270
255,0.7265,-0.7724,0.0145,-0.5398,0.8481
256,-0.7586,-0.4313,0.0168,-0.8442,-0.2727
257,-1.8434,0.5706,-1.2202,-0.5188,-2.7806
258,0.7899,-0.1891,0.8941,0.1647,0.3683
259,0.7650,-0.4454,-0.3417,0.8667,2.1249
260,-0.9095,0.7005,-0.4051,-0.2175,-1.5553
261,-0.0768,0.8878,-0.4801,-0.5993,-1.0727
262,0.0815,0.6766,0.0232,-0.9899,-0.5212
263,0.8252,-0.8113,1.4585,0.0819,0.3733
264,2.0287,-1.1175,2.0133,0.5966,3.3265
265,0.1235,-0.1383,0.1519,0.3738,-0.1320
266,0.2699,2.6415,0.3169,-0.4276,-0.7408
267,-0.2688,0.3515,-0.1861,-0.6419,-0.9155
268,-0.9196,-0.3060,-0.8470,0.1979,-0.5850
269,2.2648,-1.0425,1.4782,0.4682,3.0275
270,0.4170,-0.9161,0.5929,0.4746,0.7390
271,-0.7203,-2.2547,-0.8424,-0.8733,1.0959
272,-0.0082,0.8018,-0.1255,-0.9696,-0.7362
273,1.4851,-0.6321,1.0047,0.3273,2.1343
274,-1.0000,0.6808,-0.4314,0.3753,0.0571
275,-0.0620,-1.1756,0.2566,-0.8719,1.1752
276,-0.8351,-0.4169,-0.7984,0.8419,-0.2436
277,0.1271,1.9735,0.1003,0.2740,-1.7945
278,-0.1656,-0.1690,0.2757,-0.3830,0.0131
279,2.0094,0.2027,1.2950,-0.1283,2.0158
280,0.4784,0.3001,0.2255,0.7468,-0.4333
281,1.0385,0.9232,0.2761,-0.6774,0.6187
282,0.4597,0.5518,0.7759,-0.5073,0.9129
283,-1.5215,0.7255,-1.4935,-0.2924,-1.0873
284,-0.3426,0.5261,-0.2864,-0.4505,-0.0259
285,-1.3307,-1.7880,-0.8733,0.6299,-1.2215
286,0.6489,0.5325,-0.0314,-0.9607,0.3785
287,0.7524,0.7196,0.4774,-0.7096,0.4633
288,0.6025,0.8826,1.4697,0.4830,0.2938
289,-0.5901,-1.0225,0.1440,0.4172,0.7414
290,1.1574,0.6038,0.2710,-0.2388,0.9627
291,-1.6701,-0.6818,-1.5738,-0.2832,-2.1576
292,-0.5013,-0.0099,0.5697,-0.9800,0.2844
293,-1.3919,0.9337,-0.7974,-0.1055,-1.6156
294,-1.0264,0.2751,-0.5905,-0.8071,-0.8873
295,0.3554,-1.6651,0.7411,-0.8809,1.6335
296,2.5352,0.1549,1.1193,0.9126,3.8416
297,0.1058,-0.1671,0.1862,0.2174,-0.1808
298,-0.8154,-0.3355,-0.5063,0.7048,-0.6415
299,1.0324,0.3322,-0.2628,0.9937,0.7215
300,1.8257,-0.8838,0.8645,0.1170,2.4395
301,2.5130,1.5004,1.4631,-0.9912,0.5977
302,-0.2433,-1.0506,-0.1122,-0.5396,1.3991
303,0.1732,-0.0341,-0.0414,0.0484,-0.1024
304,-0.1324,0.1408,-0.4121,0.7586,0.3913
305,-1.4498,0.5762,-1.3599,-0.5237,-2.0977
306,0.9939,0.4546,0.6731,0.9290,0.9802
307,0.3211,1.1995,-0.3306,-0.1521,-0.3434
308,-1.7879,-0.1758,-1.1888,-0.2052,-1.2275
309,-1.5645,-0.1528,-0.8153,-0.3439,-1.8409
310,0.3944,0.0107,0.2556,0.8626,1.2324
311,-0.9411,-1.4487,-0.1388,-0.9605,-0.0335
312,0.5201,0.4245,0.5876,-0.4685,0.7875
313,2.6582,-0.6137,1.5341,-0.1840,2.5008
314,-0.6479,0.6278,-0.2167,0.1406,-0.0884
315,-0.3367,0.5434,0.6047,-0.5600,-0.9303
316,0.2169,-0.8610,-0.1333,-0.3512,0.4453
317,1.8959,0.2328,1.5172,0.5469,2.2992
318,1.4588,0.7653,1.8742,0.3908,0.9124
319,2.6099,-0.5156,1.9405,-0.2345,3.4765
320,0.3976,0.4077,-0.1989,0.8931,0.7464
321,2.7412,-0.2395,1.8040,0.5756,2.9564
322,-0.2191,-0.1522,-0.0757,0.7919,0.2828
323,0.4361,-0.9878,0.1710,-0.7150,0.7203
324,2.1453,1.1346,1.5647,-0.9085,1.8628
325,-0.4026,-0.6607,-0.7404,-0.1705,-0.9714
326,-0.6309,-0.3008,-0.9761,0.9636,-0.3871
327,0.9926,1.1307,0.3297,0.1782,1.2123
328,0.3388,0.5664,-0.1569,0.6443,0.5654
329,1.4951,2.3284,1.7746,-0.2160,1.6250
330,-0.2132,0.6553,-0.3555,-0.6492,-1.2441
331,-1.6966,0.3030,-1.3678,-0.1185,-2.2341
332,-0.0408,-0.7214,-0.0565,-0.8469,-0.6099
333,-0.0109,-1.2266,-0.2447,-0.3750,1.0495
334,0.0715,-0.3031,-0.3049,-0.9910,1.1439
335,0.8872,0.9108,0.1521,-0.8009,0.5534
336,1.5647,-0.6616,0.4095,-0.6613,1.3022
337,-0.1086,-0.0778,-1.4010,-0.7430,-0.4391
338,-0.8019,0.2677,-1.1404,-0.8052,-1.6479
339,0.2323,0.1663,-0.1725,0.4655,-0.6670
340,0.1250,1.9716,-0.4136,0.9075,-2.2820
341,0.4347,-0.9223,0.9033,0.6875,0.8091
342,-0.1463,-0.2334,-0.3196,-0.3287,-0.4782
343,-1.0864,1.4704,-0.5062,0.5360,-1.1446
344,-0.0097,-0.1007,-0.2603,-0.4795,-0.1524
345,-0.5578,-0.5937,-1.3995,-0.1795,-1.5128
346,1.4795,-0.1904,0.9730,-0.8693,1.2910
347,-0.6522,-0.7542,-0.6579,-0.1105,-0.6407
348,-1.6443,0.5424,-2.4627,0.5229,-2.3013
349,-0.5744,-0.7702,-0.3843,-0.8111,-0.5971
350,1.0169,-0.2127,0.0183,-0.3564,0.8822
351,1.6548,-0.9137,1.2404,-0.3759,2.5706
352,0.4903,-0.6964,0.6827,-0.4116,1.5639
353,-0.7113,-0.8750,-0.3541,0.6579,-0.6307
354,-2.0104,0.6725,-1.5369,-0.4607,-2.3245
355,-1.0800,1.2782,-0.5968,0.6260,-1.0200
356,0.3363,0.5421,0.2416,0.9376,0.6693
357,0.1443,0.5984,0.0774,-0.3703,-0.2356
358,0.9611,1.4326,1.2170,-0.3758,0.2484
359,0.3217,0.1353,0.4852,-0.3068,1.3922
360,0.0427,0.2973,0.0566,0.2831,0.4436
361,1.5480,1.2793,0.4057,0.7827,0.2417
362,-0.4906,-0.2595,-0.3057,0.1445,-0.4272
363,-1.1637,-0.7007,-1.4068,-0.1033,-1.5463
364,0.6862,0.3158,0.6770,0.1609,0.7861
365,2.1292,0.3971,1.4146,-0.1264,1.7861
366,0.6172,1.6029,1.0837,0.3989,1.0384
367,-0.0953,-0.9856,-0.0842,0.9581,-0.0770
368,1.2128,-0.6954,0.5397,-0.1987,1.3511
369,-0.2158,0.6833,-0.4250,0.6365,-0.6357
370,-2.3253,-0.4049,-1.2513,-0.5916,-2.0985
371,-0.1849,0.6448,-0.4469,-0.0735,-0.9110
372,0.7562,-0.6406,0.1493,0.1987,1.0059
373,-0.3014,0.8480,-0.4390,0.3079,-1.0790
374,0.3281,-1.9422,0.1151,0.5483,0.9410
375,0.4519,-0.6601,0.3537,0.9356,1.8130
376,-1.1077,0.1175,-1.8293,-0.4665,-1.1164
377,0.1880,-0.8102,-0.5046,-0.1890,0.1898
378,-0.2629,-1.3327,0.3458,-0.4496,0.7804
379,1.2316,-2.6539,0.8110,-0.6779,2.0657
380,-0.8739,0.0248,-0.2053,0.6046,-0.4316
381,0.8352,-0.0368,1.3491,-0.8714,1.0703
382,-0.3501,-0.6408,-0.2552,-0.2206,0.0155
383,-0.7523,1.5702,-0.2196,-0.1140,-1.3999
384,-0.3200,-0.4074,-0.7714,0.4276,0.5621
385,-1.1615,1.2251,-0.8755,0.8966,-1.6424
386,0.0479,-0.2825,0.3261,-0.8081,0.5710
387,-0.1516,-0.9907,-0.6105,-0.4239,-0.4230
388,-0.1895,-0.3617,0.2241,0.6552,0.2770
389,0.9968,0.0198,0.5650,-0.2494,1.7158
390,0.0618,-0.2187,-0.8583,-0.1171,0.2650
391,1.0793,0.7882,0.3562,-0.6210,1.5471
392,0.7990,0.4393,0.4796,-0.0233,0.1302
393,-2.3161,-0.7161,-1.6057,-0.5459,-1.6891
394,-0.0656,1.9433,0.4509,-0.3740,-0.4878
395,-0.8770,-1.5277,-0.2793,0.6959,0.2695
396,0.8000,0.9862,0.5768,0.1514,0.5411
397,1.6078,0.3965,1.4157,0.3428,1.7620
398,-0.6292,0.7965,-0.4160,-0.6850,-1.3649
399,-1.0312,0.8638,-1.1757,-0.0144,-1.7215
400,-0.4142,1.2476,-0.0887,-0.1668,-0.1999
401,0.8147,-0.2906,1.0896,0.1130,1.9326
402,-1.3244,1.9547,-0.8920,0.7115,-2.5297
403,-0.9524,-1.5021,-0.7344,-0.0424,-0.0250
404,1.8342,-0.9826,-0.0898,0.8436,2.6398
405,0.1151,-0.3194,1.1467,-0.5117,0.6235
406,1.1351,-0.7795,0.4399,-0.5951,0.8901
407,-0.3709,0.3150,-0.4658,0.0942,-0.6577
408,2.1912,0.6289,0.6693,0.0463,0.9970
409,0.7732,0.6169,0.1712,0.7937,0.6172
410,0.5464,0.9613,0.0939,0.3929,0.5152
411,-0.4067,2.0072,-0.5555,-0.2152,-1.1102
412,2.0039,0.7179,1.4417,0.4832,1.2805
413,0.9377,-1.1131,0.5646,-0.0304,1.5575
414,-1.0136,-0.3808,-1.2949,0.1861,-0.6915
415,0.4331,1.8612,-0.4081,-0.1478,-0.8587
416,-0.8212,0.5266,-0.5459,-0.0745,-1.9986
417,0.3365,0.0675,0.8473,-0.9442,-0.2728
418,-0.3436,2.3712,0.7197,-0.1550,-0.2511
419,-0.7342,0.7948,0.0594,0.7527,-0.9244
420,-0.2403,-0.3936,-0.1885,-0.5024,-0.3792
421,0.2179,2.0434,-0.4147,0.6786,-1.1638
422,-0.5457,-1.7637,-0.3859,-0.1458,0.5960
423,-0.6562,-0.2759,-0.1254,0.2321,-1.0089
424,-0.0894,0.6139,-0.8053,-0.4709,-0.9916
425,0.5466,1.0629,0.4540,0.5699,0.4152
426,-1.3324,0.6656,-0.5739,0.2419,-1.6514
427,-0.7711,0.8797,-1.1251,-0.2832,-1.4735
428,-0.6044,-0.2567,-0.9913,0.2918,-0.9231
429,0.6458,1.1751,0.5813,0.6519,0.9166
430,0.3676,-0.1632,-0.0418,-0.1516,0.3239
431,0.5255,-1.0242,0.0782,-0.7766,1.5838
432,-1.0935,-0.1112,-1.2272,-0.2225,-1.2546
433,1.0137,-0.9062,1.0349,-0.2839,0.5794
434,-0.1039,-0.0276,-0.1666,-0.8478,-0.7181
435,0.2732,-0.8817,0.7129,-0.9331,0.7617
436,-0.9532,0.3903,-0.7079,-0.8266,-1.9076
437,0.0068,-1.9210,-0.3811,-0.7692,0.7709
438,0.7544,-0.4174,1.2769,-0.4413,1.0288
439,-0.3157,0.9010,-0.1796,-0.8513,-0.5259
440,0.3861,0.4412,-0.9432,-0.8091,-0.9522
441,0.5888,-0.4035,0.2376,0.3059,0.2483
442,0.0005,-0.4387,-0.5340,0.5580,0.5155
443,-1.2007,-0.1222,-0.3544,-0.8939,-0.8379
444,0.2305,0.0404,0.7635,0.9039,-0.2588
445,-0.4807,-1.9068,-0.2214,0.3469,0.9657
446,-0.1102,-0.4265,0.2768,0.6580,-0.4604
447,-0.3901,1.2016,-0.6891,-0.8952,-0.9362
448,-0.1787,0.7294,-0.5214,-0.7467,-1.0233
449,1.5061,-1.3002,1.0883,0.4305,2.0507
450,-1.4546,-0.7694,-1.2474,0.4995,-0.2113
451,-0.4206,-0.4539,0.3786,-0.4455,0.2680
452,-0.2220,-0.4770,-0.3927,-0.1258,-0.5612
453,-0.6810,0.0272,-0.9948,0.9315,-1.6549
454,-0.8898,2.0575,-1.0753,-0.9410,-2.5603
455,2.2362,0.0440,0.9879,0.5300,1.4263
456,-1.4012,0.3761,-0.8358,0.4005,-0.9686
457,0.4163,0.6639,-0.3779,-0.5669,-0.4298
458,-0.0572,0.6167,-0.2407,0.3451,0.2137
459,-0.9263,-0.7484,-0.3503,0.1784,-0.9126
460,-0.6136,1.6795,-0.6694,-0.0943,-1.9414
461,-1.2421,-1.4864,-0.4448,-0.5485,-0.5195
462,0.1468,-0.5889,0.3522,0.4963,1.1337
463,0.2802,-1.2645,-0.1450,-0.1056,2.1745
464,0.0856,2.3162,0.0272,0.6333,-1.4942
465,-0.3308,-0.3855,0.3825,-0.9934,-0.3893
466,-1.1536,-0.1926,-0.1791,-0.3150,-1.6195
467,-1.2142,-1.1446,-1.7335,0.5437,-0.4906
468,-0.2228,-0.0987,0.5514,0.6756,-1.0128
469,-1.1494,0.1313,-0.3730,0.5690,-0.6670
470,-0.5711,-1.1843,-0.5982,-0.2664,-0.0643
471,0.8697,-0.2707,0.7152,0.5172,1.8153
472,0.7708,-0.9366,1.2868,0.7556,1.3200
473,-0.5551,0.2629,-0.4509,0.4162,-1.5790
