cliente_id,feature_1,feature_2
P0054,0.7791185589125491,0.45910392568966496
P0055,-0.8370371116159013,0.19179524667152964
P0056,-0.8301738114705368,0.5817320683552659
P0057,-0.43550108597472625,0.9153484918405906
P0058,-0.04231630230119139,0.9819462753269863
P0059,-0.1690465619860394,1.0651380588333774
P0060,-0.2677212058103188,1.1139020308109735
P0061,0.30411069401872054,0.9423703702630029
P0062,0.6031460330427147,0.9009781610274277
P0063,-0.31971531310968876,0.9145323228577817
P0064,0.1223326990966951,1.0336907684919048
P0065,0.9461416153361003,0.3398892560394713
P0066,-0.8221756976231648,0.6353973182726321
P0067,1.0026104192429413,0.24142393769680942
P0068,-0.9783071974127221,0.13424304738498646
P0069,-0.9223391701502155,0.5189953167665329
P0070,-0.46669090032485994,0.9860064399736127
P0071,-0.8547035544762008,0.2883647954762736
P0072,-0.5343106013571166,0.8921722608989484
P0073,-0.18665879492798507,0.9728745201039621
P0074,-0.6973159961883859,0.6565581773843361
P0075,0.19328726135667496,1.0381128054911586
P0076,0.45967365890206996,0.9277335179751005
P0077,-0.9151701461553826,0.15105588209647286
P0078,0.3173375122159092,1.0255735772308847
P0079,-0.14254535485999498,0.8909294516426874
P0080,-1.1292344023616947,0.09704664479487764
P0081,-0.6709642277569106,0.8634612187255498
P0082,-0.8925930153269611,0.1090779971421231
P0083,-0.2635235644850795,0.9401799321838131
P0084,-0.47118260524318045,0.9159732357553827
P0085,1.029543618905709,-0.0060253043207706
P0086,0.0743432380208912,0.9457599854259743
P0087,-0.6429850074930787,0.8140941260066983
P0088,0.7302846434837109,0.6618268917763184
P0089,0.815454958499008,0.2928166216018416
P0090,-0.5789470197280737,0.8028622913872071
P0091,0.23304182186765507,0.9153204491536862
P0092,1.1342068428271772,0.24963798404743087
P0093,-0.23214163351529993,0.9714169357049149
P0094,-0.17424450446701734,1.0231168662482404
P0095,0.1152293216826323,0.8908058738979243
P0096,-0.7802361520315855,0.5640633330935164
P0097,0.9769111248082794,0.369715311892138
P0098,0.9004679646182946,0.4829142832022679
P0099,-0.058267447768499146,1.0915263165176357
P0100,0.760934715642996,0.7246899204529442
P0101,0.8574865264181685,0.4812304279172197
P0102,0.35966841939119804,0.9003733826738772
P0103,-0.6303159692646949,0.9447570341427665
P0104,0.9549932643041674,-0.024293244415367815
P0105,-0.7490399794242952,0.4621053037505988
P0106,-0.37384242921321864,0.9657320994860139
P0107,0.7825641024392821,0.6235650733197491
P0108,0.28134357871413246,0.9439552660596936
P0109,-0.7807108949783499,0.17919257418166418
P0110,0.9645026871494953,0.583932044440561
P0111,-0.04013104923180452,0.8733520153075274
P0112,0.7563197892391477,0.7521869322573111
P0113,0.4539873550503288,0.927539028122463
P0114,-0.9364085997812879,0.3683631435859321
P0115,-0.38362987600227844,0.8827591169663952
P0116,0.8273695910216436,0.6443869458777209
P0117,-0.9019073387625424,0.3977942933680885
P0118,-1.0231179901694378,0.13301171102100612
P0119,-0.7054078127509156,0.6487914820863063
P0120,-0.8498293405375572,0.6431809870285548
P0121,1.1614443644068202,0.12241518795581773
P0122,-0.9608451543098077,0.0871361563501259
P0123,0.9116770971082848,0.4343073762174078
P0124,0.7301397176707296,0.6500614889005556
P0125,0.22079726943029604,1.0913665465997944
P0126,-0.009486063180434608,1.0019159159690039
P0127,-0.916221594844631,0.4368038298303978
P0128,0.558080880320955,0.8832694132894419
P0129,1.0683606898384927,0.06236143434235655
P0130,0.7402748442379107,0.6933717715657028
P0131,0.35241597757176346,0.9509329887624206
P0132,-0.28674419322870814,0.823154650072414
P0133,-0.9084509453387275,-0.07464821110692126
P0134,-1.1031083416903757,0.11937241617412524
P0135,-0.5309422515301979,0.7293482291368683
P0136,1.0246847258741618,0.17515099720611563
P0137,0.8789234214531202,0.5944047431547455
P0138,0.754364124117488,0.4537647521820939
P0139,0.04364161577972632,0.991211304952103
P0140,0.35510763953039215,1.0109853070102939
P0141,-0.09779147431933671,1.0006896995617018
P0142,-0.6795957789238325,0.7584296287658403
P0143,0.08185095370952222,1.0460985892746295
P0144,-0.9904685391953142,0.4613747689927381
P0145,0.7337312291977057,0.549263209768046
P0146,0.91604498770496,0.43128682474256946
P0147,-0.8612391769111484,0.4654387613584297
P0148,0.7530666672662228,0.7305815687368297
P0149,-0.9071003291639794,0.41021239546059163
P0150,-0.5945788272352351,0.8271812467914537
P0151,-0.6404641582712092,0.7580831405147456
P0152,-0.8584492572702407,0.4984379581146872
P0153,0.9494641086697827,0.22065474925435738
P0154,-0.7283107269446761,0.6208051513454237
P0155,-0.8099675141872471,0.6225631918693368
P0156,-0.2533393052805551,1.0422296083102347
P0157,0.06571660829676747,0.9091097859093697
P0158,0.9395537382389514,0.1725256116627519
P0159,-0.9785838286654668,0.42341893236221434
P0160,0.12502383862683608,0.9252917246518432
P0161,-0.903380258859114,0.49948112155843666
P0162,-0.29446766223480186,0.9336719753794871
P0163,0.04099939997426891,1.0554958046870409
P0164,-0.051889580390068586,1.004375287274547
P0165,0.29746792632840385,0.9924993578454387
P0166,0.39257351282848346,0.9099448680215433
P0167,-0.6206174420872,0.7694352226121102
P0168,0.1314042537999412,1.0162414240749011
P0169,-0.8706539739284483,0.2801006203934911
P0170,-0.9155255889896567,0.006915034475212294
P0171,-0.9853357432450826,0.423368607198947
P0172,-0.4437567393023906,1.0335467199129558
P0173,0.40855051585007607,0.8446995926573329
P0174,0.8122949544542303,0.3962497779228794
P0175,-1.0698886151649922,0.10989980188262738
P0176,-0.41267083817394334,0.7057283180468532
P0177,-1.0318045690984674,0.01788448660336088
P0178,-0.8043758445797087,0.4774726096029403
P0179,0.7276440680216771,0.6395864395324922
P0180,1.8935447795953249,-0.05775552793124531
P0181,-0.06430432657661812,0.4566946365415036
P0182,0.6446826368788814,-0.39619772376505963
P0183,-0.07972249926330714,0.45298970815894474
P0184,1.0521302015903449,-0.4679382670639971
P0185,0.03296823042756546,0.12165660117177095
P0186,1.9307536127646305,0.032985991295408884
P0187,1.9717946774481279,0.3242402500846444
P0188,1.1030485620668424,-0.48153178019635234
P0189,1.6484931834115333,-0.3429004229295612
P0190,2.109181283660442,0.34362316988124436
P0191,1.7679096209406506,0.1343322632386328
P0192,0.8694577621589884,-0.4206744261520507
P0193,0.11264401854215018,0.010658620099929385
P0194,1.5951326104024652,-0.18467190935701805
P0195,0.10593074821853957,0.05972655023685138
P0196,-0.0813607469090812,0.3015158308902107
P0197,1.4691581386956185,-0.46611108691977887
P0198,1.8162829452145965,0.029398375178072894
P0199,1.9110111318300183,-0.13226152722161427
P0200,1.1184686586263368,-0.4943920241914997
P0201,1.9047739002929767,0.4002341033320713
P0202,-0.09312897418718034,0.5982805786435847
P0203,0.042301400973648345,0.15400749594736415
P0204,1.677234783739248,-0.12937171562327188
P0205,0.615545198574173,-0.3104135315778684
P0206,0.3566258585799124,-0.24181054301471028
P0207,0.8579138705468701,-0.2929343061700949
P0208,1.9569161276708589,0.08307393825500423
P0209,1.875231803926187,0.11416196227356037
P0210,0.5046325526078511,-0.29080358423401603
P0211,0.7036536928620454,-0.45436758982472714
P0212,0.36903797214138045,-0.08734509567503267
P0213,0.12839293888388725,-0.1788127605177315
P0214,-0.04852649444246994,0.27728953589569016
P0215,1.9337920595050135,0.48008120067838067
P0216,1.6525330244817182,-0.3145032497877726
P0217,2.058930644378706,0.4069991474409059
P0218,-0.08484954764711107,0.47256173174163796
P0219,0.6205366415200191,-0.33767608236210034
P0220,1.0176126724555965,-0.4516084885305109
P0221,1.7134967079854213,-0.07010096576880484
P0222,1.9732905689712146,0.4824615000419672
P0223,0.08072490278423394,0.35947306494098663
P0224,0.016273788380620144,0.4988989919245771
P0225,0.6547001906299393,-0.3928667006626647
P0226,1.9106699242005585,0.23457507397633526
P0227,0.32812392549120406,0.05370601640335451
P0228,1.8574304684569085,0.1934839380902518
P0229,0.5037815340590605,-0.3986628830252407
P0230,-0.11297462135637992,0.5035948854488621
P0231,1.6220680091909814,-0.17921865116245336
P0232,0.15854550739474285,0.022795154043575874
P0233,1.8705290538543224,0.12515123263435496
P0234,0.12431183082365899,0.12896696653103065
P0235,2.0756945232625705,0.45318482296279866
P0236,1.7566306282624038,0.010746522583947184
P0237,1.2721840844990158,-0.46522281828817486
P0238,1.036046750535736,-0.41037749020754416
P0239,1.1255713706782107,-0.4541171942035997
P0240,1.2334411605958764,-0.36508364371587376
P0241,0.5730807869155676,-0.5316092740734982
P0242,0.42967434994531983,-0.3728383097314239
P0243,1.3374432298102972,-0.3436688717525966
P0244,0.906121516148886,-0.39900003741238926
P0245,0.08066770365164072,0.31572222712876635
P0246,1.7909133834472746,-0.05761966330723228
P0247,0.03880416208725061,0.40381962888495193
P0248,1.881830091632179,0.27580977381165883
P0249,1.9184810343068486,-0.1614930202430131
P0250,1.3069036175430824,-0.4052580159228945
P0251,1.8967520520711803,0.2848747461010698
P0252,1.5983336219056188,-0.34672442487892385
P0253,1.1855270235900235,-0.3392259719879298
P0254,1.7712570199851265,-0.17150636764824728
P0255,0.8599630942910417,-0.48925334964632405
P0256,0.6092350375309009,-0.378097513327109
P0257,1.8908032722066332,0.19281069724838393
P0258,0.6519349386710417,-0.41706949658850523
P0259,1.1284327852951888,-0.4050690081114926
P0260,1.9420349799131615,0.2925110024869002
P0261,1.5630180533148934,-0.2202700465378527
P0262,1.9410936611582603,0.2827325896169504
P0263,1.288398416648612,-0.3870685596085919
P0264,1.536248248528084,-0.3156950128839329
P0265,0.08433500788115053,0.5139030659252275
P0266,1.015447129857755,-0.5395874250283159
P0267,1.547848609383485,-0.19740733062943547
P0268,0.26512183660344907,-0.1721486271577889
P0269,0.06333286827368374,0.3051400722902017
P0270,1.6606030598713408,-0.25450479872960485
P0271,0.6785278973808972,-0.4944922962201591
P0272,0.1540846684531142,0.3425916130105768
P0273,0.9956175081175394,-0.4847547236596582
P0274,1.0944995062125684,-0.501666659350918
P0275,0.9187937803948198,-0.44058206482271345
P0276,1.8767467389531653,-0.05377920437791479
P0277,-0.1315762794219088,0.27718205581332056
P0278,0.1345400069469669,0.08829021591492758
P0279,0.9872980943350442,-0.4374007880279056
P0280,0.47900637600577467,-0.25942631009567646
P0281,0.09823337901227003,0.06903984384005216
P0282,0.5310601082237016,-0.4339279690332823
P0283,1.4795069722240475,-0.23935507847403215
P0284,-0.16383535519831186,0.5072849479335452
P0285,1.842439325401654,-0.012697769478397743
P0286,1.27918912635476,-0.44905279358278627
P0287,0.29487661965176204,-0.14825676495125617
P0288,0.64547078397787,-0.5340157799656413
P0289,1.8330459123605225,0.25849470673449954
P0290,0.2091468603310364,-0.10200747398894235
P0291,1.1548105037994767,-0.37363742816773166
P0292,0.3284543617467028,-0.15108846189265338
P0293,0.6749489800663316,-0.43056956379856914
P0294,2.056357595404629,0.24535437737166987
P0295,1.375512422248801,-0.40301442461395215
P0296,0.17560102405896283,0.037052111940528556
P0297,1.9606437013238502,0.0023901483508203883
P0298,1.9566113903506321,0.3758161518950292
P0299,1.7872334243859458,0.04924291303234535
P0300,1.793395619444638,-0.040868677278825316
P0301,-0.16036075263814117,0.47655189837073936
P0302,2.0352630371617457,0.5800430715767666
P0303,0.1428199388206059,0.015398418881143155
P0304,0.221536281865763,-0.04440805188857826
P0305,0.8820312830409786,-0.4453986052963792
P0306,1.0317082764635028,-0.5110161213738164
P0307,1.9374462418867715,0.034517659635092277
P0308,0.4108653548610099,-0.3221458491218836
P0309,0.14508661461444414,0.40387598646471434
P0310,0.36590194685681315,-0.30218809004651626
P0311,0.588958098458993,-0.3308311240487735
P0312,1.3024563858618494,-0.3555467957414818
P0313,1.9937222044040952,0.5486602141559885
P0314,2.0696891592170648,0.37278933971889905
P0315,1.7326449663948782,-0.38800168033396704
P0316,-0.11010252451313188,0.22807500018794444
P0317,0.20612190881550602,0.07407227968978566
P0318,0.1607828747820368,0.15520440652919715
P0319,0.9809785961527547,-0.3497381631733516
P0320,0.7636126470897449,-0.3936535008073243
P0321,1.014017031224916,-0.3286850004795329
P0322,1.448050437099316,-0.2516442413612673
P0323,0.8391329428573169,-0.4782996665167721
P0324,1.9422177823070834,0.2589102281261758
P0325,0.16005674625186284,0.10014071790056107
P0326,0.11307476351129782,0.12271298839035497
P0327,1.8150361728107958,0.1127703252195878
P0328,0.360125086736923,-0.20846482020224674
P0329,1.7424856345792121,0.016763813126713475
P0330,1.4340766757846204,-0.36737749698476013
P0331,1.6392002835763069,-0.28250992227839716
P0332,1.8652451775126364,-0.021083880457339582
P0333,0.09092906450296105,0.4409542409808466
P0334,1.894530615177511,-0.1386226114048917
P0335,1.8233710783661723,-0.12802289936019468
P0336,1.37628624680267,-0.35257588838141635
P0337,0.8780008368591676,-0.48815816926728
P0338,-0.03149633979264237,0.4075747225158027
P0339,1.9025126126010594,0.18706337878095886
P0340,0.9206548255780267,-0.5195494111746226
P0341,1.8640586316417456,0.008310825613148845
P0342,1.35749359957831,-0.39001765688488216
P0343,0.8740755833284262,-0.509538417386088
P0344,1.005515906348029,-0.40546633341950905
P0345,0.6865524608320943,-0.3510675030561987
P0346,0.4389331912592286,-0.3287479963196346
P0347,1.7121350957417776,-0.22899449798374016
P0348,0.9076576755342206,-0.5150483092998779
P0349,1.9540875819022376,0.21520007089500598
P0350,1.9508683118363048,0.564188376085419
P0351,1.996015285049072,0.19674766880574335
P0352,1.3440613184796717,-0.39577084129287954
P0353,0.545946487255475,-0.4138185240760515
P0354,0.24379273064768825,0.0004662330456855074
P0355,1.96196951564846,0.35708595818627265
P0356,1.4651412972762135,-0.2544493258091669
P0357,2.041735939574861,0.6023667697400626
P0358,1.7513047195702414,0.1361163094194709
P0359,0.30713662788318546,-0.05459674079775394
P0360,1.2457944337387383,-1.3060305339449632
P0361,1.9997610488546176,1.9189213405237573
P0362,-0.9833267524480136,1.7110393469395615
P0363,0.3436160249993683,0.7390058202052261
P0364,0.25459604112441747,-0.23542501536870342
P0365,-0.08825015288888594,-0.6679112113230321
P0366,-0.22985780998232652,1.1952612868099144
P0367,-1.4447293487486323,2.0627465422284335
P0368,0.4310060485836842,0.4353730869221044
P0369,-0.04978987798975876,-0.616851545233382
P0370,0.6138257249966541,0.10888262688687966
P0371,-0.13652517611482873,-0.24209915754665046
P0372,1.6487099480952585,2.21884037192464
P0373,1.853336483045792,0.38473767426677474
P0374,-1.2920184772302137,1.2823439451144236
P0375,-0.13113327479497094,1.0508984764451546
P0376,-0.963555114086728,2.065630675021637
P0377,-0.9049898269398722,1.8271505727415533
