cliente_id,idade,renda_mensal,tempo_relacionamento_meses,uso_limite,inadimplente,canal
CLI-0117,68,4719.47,197,0.5852,0,telefone
CLI-0118,59,3423.15,54,0.3915,0,app
CLI-0119,23,6980.63,86,0.6284,0,app
CLI-0120,34,6851.24,172,0.4348,0,agencia
CLI-0121,52,4018.54,95,0.0767,0,app
CLI-0122,66,3046.11,137,0.6154,0,app
CLI-0123,44,1737.16,101,0.6199,0,app
CLI-0124,59,4845.57,154,0.4398,0,app
CLI-0125,32,1846.57,126,0.4457,0,agencia
CLI-0126,30,6609.61,83,0.22,0,app
CLI-0127,71,2641.87,141,0.388,0,app
CLI-0128,48,1950.15,105,0.529,0,app
CLI-0129,70,2075.57,14,0.4108,0,app
CLI-0130,65,4092.65,144,0.3889,0,agencia
CLI-0131,45,4030.07,230,0.5365,1,agencia
CLI-0132,40,3447.69,216,0.2483,0,app
CLI-0133,21,2146.86,220,0.2727,1,app
CLI-0134,19,9212.38,208,0.2462,0,agencia
CLI-0135,24,9224.8,38,0.2238,0,app
CLI-0136,50,1762.77,170,0.2294,0,app
CLI-0137,32,6291.99,239,0.2764,0,telefone
CLI-0138,34,10659.93,219,0.1372,0,app
CLI-0139,23,2431.94,132,0.3726,0,app
CLI-0140,44,3344.15,187,0.3713,0,app
CLI-0141,41,4528.28,129,0.6691,0,agencia
CLI-0142,39,3407.51,212,0.8214,0,telefone
CLI-0143,22,5877.48,80,0.5878,1,app
CLI-0144,30,2176.0,150,0.2805,1,app
CLI-0145,36,3325.81,213,0.2264,0,app
CLI-0146,20,3082.73,38,0.4969,0,app
CLI-0147,31,6864.19,158,0.683,0,app
CLI-0148,46,2972.75,139,0.3248,0,agencia
CLI-0149,30,3771.94,13,0.4823,0,agencia
CLI-0150,38,5452.22,44,0.4475,0,app
CLI-0151,26,3267.6,103,0.3984,1,telefone
CLI-0152,39,4885.66,229,0.645,0,telefone
CLI-0153,39,1377.28,163,0.5457,0,agencia
CLI-0154,42,3644.22,206,0.4564,0,app
CLI-0155,68,4131.2,75,0.4019,0,app
CLI-0156,41,2858.09,193,0.4439,0,app
CLI-0157,56,3082.56,60,0.3254,0,agencia
CLI-0158,24,1591.77,8,0.8525,0,app
CLI-0159,33,3183.66,1,0.5541,0,app
CLI-0160,62,5523.11,227,0.6322,0,app
CLI-0161,66,8294.32,21,0.4673,0,telefone
CLI-0162,49,4252.31,208,0.4264,0,telefone
CLI-0163,47,11273.57,197,0.4665,0,app
CLI-0164,58,4301.91,30,0.5516,0,app
CLI-0165,19,4357.64,178,0.6693,0,app
CLI-0166,38,1932.44,26,0.4317,0,app
CLI-0167,28,2962.27,162,0.38,0,app
CLI-0168,49,3740.33,199,0.4745,0,app
CLI-0169,61,1561.77,174,0.2967,0,app
CLI-0170,61,1631.92,44,0.5568,0,app
CLI-0171,27,4624.93,51,0.3459,0,app
CLI-0172,52,8519.73,213,0.2306,0,agencia
CLI-0173,33,4852.19,49,0.4342,0,agencia
CLI-0174,42,1797.78,103,0.296,0,app
CLI-0175,25,6555.52,154,0.5292,0,agencia
CLI-0176,65,6781.32,106,0.5576,1,app
CLI-0177,66,899.27,81,0.4599,1,telefone
CLI-0178,24,3163.81,23,0.5479,0,app
CLI-0179,61,3484.19,127,0.7137,0,agencia
CLI-0180,57,3294.97,13,0.3298,0,app
CLI-0181,43,3537.89,73,0.5873,0,app
CLI-0182,28,4948.71,47,0.404,0,agencia
CLI-0183,22,3056.23,198,0.5816,0,app
CLI-0184,44,2330.38,172,0.4016,0,agencia
CLI-0185,19,2168.46,100,0.3305,0,app
CLI-0186,22,6045.16,24,0.1516,0,app
CLI-0187,44,2739.66,192,0.8092,1,app
CLI-0188,36,1576.57,61,0.1194,0,telefone
CLI-0189,65,8996.79,103,0.2227,0,agencia
CLI-0190,61,2951.61,17,0.3681,0,app
CLI-0191,55,2886.0,179,0.117,0,app
CLI-0192,64,15009.24,170,0.3098,0,app
CLI-0193,36,2802.53,4,0.3681,0,app
CLI-0194,66,4981.24,53,0.5851,0,telefone
CLI-0195,30,3558.76,177,0.336,0,app
CLI-0196,55,7090.65,24,0.1049,0,agencia
CLI-0197,69,1636.31,161,0.5117,0,app
CLI-0198,56,1887.44,143,0.5075,0,agencia
CLI-0199,63,2743.41,76,0.435,0,app
CLI-0200,33,3708.95,173,0.681,0,app
CLI-0201,63,4076.74,8,0.5094,0,agencia
CLI-0202,19,969.01,168,0.5733,0,agencia
CLI-0203,42,2690.0,98,0.2831,0,agencia
CLI-0204,63,1968.07,113,0.7225,0,agencia
CLI-0205,60,3016.01,185,0.2554,0,app
CLI-0206,30,2988.67,240,0.2191,0,app
CLI-0207,41,2083.21,127,0.3436,0,app
CLI-0208,37,1637.0,101,0.573,0,app
CLI-0209,31,2847.78,6,0.1616,0,app
CLI-0210,26,4300.61,181,0.5491,0,app
CLI-0211,43,5354.87,153,0.2412,0,app
CLI-0212,24,1156.24,149,0.376,0,agencia
CLI-0213,57,2882.91,28,0.8122,0,telefone
CLI-0214,68,5193.0,204,0.3191,0,app
CLI-0215,47,4088.91,229,0.1037,1,agencia
CLI-0216,22,2896.51,178,0.6107,0,app
CLI-0217,57,6556.22,219,0.9323,0,agencia
CLI-0218,39,1963.75,209,0.0645,0,app
CLI-0219,44,6499.35,45,0.2888,0,app
CLI-0220,44,2604.34,145,0.2144,0,agencia
CLI-0221,27,5612.45,126,0.3104,0,app
CLI-0222,24,4429.48,3,0.3291,0,app
CLI-0223,59,6858.29,212,0.5758,0,app
CLI-0224,34,4246.05,99,0.4228,0,agencia
CLI-0225,27,5223.81,158,0.3215,0,app
CLI-0226,36,5101.05,54,0.1874,0,app
CLI-0227,63,7649.96,236,0.4138,0,agencia
CLI-0228,42,4605.41,44,0.5507,0,app
CLI-0229,49,2998.84,43,0.5187,0,agencia
CLI-0230,47,3166.7,162,0.18,0,app
CLI-0231,19,12540.72,91,0.4385,0,app
CLI-0232,63,4831.86,103,0.4805,0,app
CLI-0233,28,2715.47,25,0.1767,0,app
CLI-0234,53,5824.65,201,0.183,0,telefone
CLI-0235,69,5080.87,66,0.1862,0,telefone
CLI-0236,39,4406.76,196,0.2047,0,app
CLI-0237,30,6137.48,219,0.3678,0,app
CLI-0238,60,4461.28,195,0.413,0,app
CLI-0239,41,2789.35,24,0.353,0,app
CLI-0240,30,5589.66,45,0.4216,0,app
CLI-0241,19,3416.02,170,0.2605,0,app
CLI-0242,23,2642.75,133,0.1584,0,app
CLI-0243,69,5035.76,162,0.3297,0,agencia
CLI-0244,34,4305.59,183,0.186,0,telefone
CLI-0245,52,3316.36,11,0.0311,0,app
CLI-0246,29,4413.32,110,0.4721,0,app
CLI-0247,65,5204.16,136,0.562,0,app
CLI-0248,35,2640.76,121,0.6193,1,telefone
CLI-0249,61,4103.79,34,0.3114,0,app
CLI-0250,30,3673.69,105,0.3752,0,app
CLI-0251,31,4067.37,196,0.6768,0,app
CLI-0252,39,6000.01,43,0.3505,0,app
CLI-0253,72,6837.34,28,0.4338,0,app
CLI-0254,54,3141.54,152,0.2001,0,app
CLI-0255,19,3541.99,114,0.3281,0,app
CLI-0256,41,3979.38,54,0.4052,0,telefone
CLI-0257,58,8140.11,50,0.4337,1,app
CLI-0258,19,6131.55,202,0.2309,0,app
CLI-0259,49,2523.45,98,0.4785,0,telefone
CLI-0260,53,1728.6,110,0.2357,0,app
CLI-0261,24,5838.24,61,0.4333,0,agencia
CLI-0262,39,4485.99,144,0.4426,0,app
CLI-0263,55,1758.7,20,0.379,0,app
CLI-0264,68,2442.0,237,0.2952,0,app
CLI-0265,60,3970.78,154,0.2442,0,agencia
CLI-0266,53,2526.52,230,0.1944,0,app
CLI-0267,60,2750.94,118,0.7169,0,agencia
CLI-0268,25,2657.22,154,0.231,0,app
CLI-0269,64,9044.6,127,0.5265,0,agencia
CLI-0270,70,5251.23,230,0.0876,0,app
CLI-0271,23,8421.11,161,0.4735,0,app
CLI-0272,54,1327.66,69,0.3096,0,app
CLI-0273,27,5906.44,75,0.2848,0,app
CLI-0274,67,2910.36,225,0.7984,0,telefone
CLI-0275,32,4226.66,236,0.2921,0,agencia
CLI-0276,39,1799.7,22,0.2807,0,telefone
CLI-0277,57,3040.79,67,0.0832,0,telefone
CLI-0278,30,3189.69,182,0.4715,0,app
CLI-0279,63,2979.39,207,0.0885,0,app
CLI-0280,32,3659.62,7,0.2808,0,app
CLI-0281,53,1804.19,114,0.6661,0,agencia
CLI-0282,48,1798.77,121,0.257,0,agencia
CLI-0283,65,5376.42,234,0.3573,1,app
CLI-0284,43,4901.5,192,0.3972,0,app
CLI-0285,36,3132.02,175,0.6032,0,app
CLI-0286,31,10289.51,116,0.391,0,telefone
CLI-0287,35,1393.42,182,0.2212,0,app
CLI-0288,35,2027.07,215,0.3802,0,app
CLI-0289,22,5893.71,180,0.561,0,telefone
CLI-0290,64,3577.05,2,0.6469,0,app
CLI-0291,70,7653.69,169,0.2816,0,app
CLI-0292,42,4540.63,35,0.4173,0,agencia
CLI-0293,43,7265.6,143,0.4281,0,agencia
CLI-0294,55,1784.8,213,0.5611,0,app
CLI-0295,71,7268.53,221,0.5076,0,app
CLI-0296,63,4276.6,214,0.3727,0,agencia
CLI-0297,53,3667.83,20,0.435,0,agencia
CLI-0298,39,4721.57,17,0.1577,0,app
CLI-0299,55,6497.43,26,0.5458,0,app
CLI-0300,29,1612.87,26,0.513,0,app
CLI-0301,62,7544.34,67,0.4102,0,app
CLI-0302,58,4799.59,23,0.5437,0,agencia
CLI-0303,58,5036.39,142,0.1384,0,app
CLI-0304,60,4237.85,94,0.3293,0,app
CLI-0305,45,3213.19,52,0.6711,0,agencia
CLI-0306,34,3736.23,89,0.3808,0,app
CLI-0307,49,2356.15,70,0.4064,0,app
CLI-0308,66,8179.11,103,0.2682,0,app
CLI-0309,46,3193.64,125,0.2403,0,agencia
CLI-0310,22,1971.11,184,0.395,0,telefone
CLI-0311,68,3037.25,127,0.6881,0,app
CLI-0312,71,3409.45,104,0.515,0,agencia
CLI-0313,68,2873.08,26,0.5717,0,telefone
CLI-0314,46,2151.32,77,0.0478,0,app
CLI-0315,57,4205.71,192,0.0824,0,app
CLI-0316,36,5452.77,218,0.384,0,app
CLI-0317,20,4487.46,13,0.3473,0,app
CLI-0318,46,5032.21,138,0.3732,1,app
CLI-0319,72,6716.82,102,0.1082,0,app
CLI-0320,59,3033.55,180,0.1994,0,app
CLI-0321,48,3831.07,152,0.3073,0,agencia
CLI-0322,49,3102.48,126,0.2552,0,telefone
CLI-0323,35,3213.53,36,0.0334,0,agencia
CLI-0324,43,5255.16,227,0.3512,0,telefone
CLI-0325,38,1181.67,10,0.2044,0,app
CLI-0326,39,5072.53,203,0.0777,0,telefone
CLI-0327,59,3320.3,187,0.4068,0,app
CLI-0328,72,3913.82,120,0.2087,0,app
CLI-0329,51,2731.54,57,0.8677,0,telefone
CLI-0330,29,1039.73,195,0.3667,0,agencia
CLI-0331,63,2645.93,18,0.4368,1,app
CLI-0332,58,3317.99,116,0.2672,0,telefone
CLI-0333,29,4509.65,212,0.5623,0,agencia
CLI-0334,29,4943.74,41,0.674,0,agencia
CLI-0335,26,2620.83,165,0.5347,0,app
CLI-0336,66,3832.35,119,0.4035,0,app
CLI-0337,19,3774.67,67,0.3428,0,app
CLI-0338,66,6449.93,122,0.1898,0,app
CLI-0339,27,3200.46,63,0.293,0,app
CLI-0340,50,4358.67,100,0.404,0,app
CLI-0341,62,3971.58,177,0.2901,0,app
CLI-0342,26,2394.69,214,0.295,0,app
CLI-0343,69,3328.08,27,0.1995,0,telefone
CLI-0344,38,1813.87,146,0.121,0,agencia
CLI-0345,23,1338.79,136,0.2554,0,agencia
CLI-0346,65,1023.98,193,0.1186,0,telefone
CLI-0347,35,1852.38,86,0.6345,1,app
CLI-0348,34,4353.06,123,0.3828,0,app
CLI-0349,58,6439.58,164,0.6233,0,app
CLI-0350,29,2455.5,194,0.5147,0,agencia
CLI-0351,42,3136.82,235,0.6684,0,app
CLI-0352,19,3913.61,167,0.7268,0,app
CLI-0353,53,4776.99,122,0.0953,0,app
CLI-0354,53,11755.0,178,0.8466,0,app
CLI-0355,64,2263.77,2,0.4576,0,telefone
CLI-0356,64,4131.05,159,0.4681,0,app
CLI-0357,23,2961.56,79,0.4336,0,app
CLI-0358,26,4155.6,86,0.3941,1,agencia
CLI-0359,68,6070.92,143,0.2938,0,app
CLI-0360,55,3804.68,126,0.5363,0,telefone
CLI-0361,41,4493.42,222,0.6508,0,telefone
CLI-0362,68,4605.41,143,0.6193,0,agencia
CLI-0363,59,3615.25,142,0.0165,0,app
CLI-0364,69,2376.85,8,0.3661,0,agencia
CLI-0365,66,4352.24,211,0.6322,0,app
CLI-0366,71,7064.9,172,0.3623,0,app
CLI-0367,26,3706.8,213,0.4985,0,app
CLI-0368,34,2917.91,35,0.6079,0,app
CLI-0369,52,1771.09,232,0.3211,0,app
CLI-0370,33,2653.04,125,0.6116,0,app
CLI-0371,35,6351.27,197,0.2322,0,app
CLI-0372,30,10931.46,162,0.6241,0,app
CLI-0373,36,7213.58,233,0.5661,0,agencia
CLI-0374,21,4881.53,231,0.6074,1,app
CLI-0375,55,2855.35,105,0.5474,0,app
CLI-0376,52,7456.13,50,0.391,0,app
CLI-0377,27,2999.48,29,0.4328,0,telefone
CLI-0378,66,4616.68,54,0.261,0,app
CLI-0379,61,4733.51,151,0.5989,0,app
CLI-0380,35,3494.88,17,0.3823,1,app
CLI-0381,57,994.65,15,0.3434,1,agencia
CLI-0382,48,2416.71,232,0.1707,0,app
CLI-0383,49,3832.34,47,0.5637,0,app
CLI-0384,64,5362.95,82,0.0736,0,telefone
CLI-0385,58,5666.06,221,0.333,0,app
CLI-0386,30,3110.86,128,0.0829,0,app
CLI-0387,70,2149.77,47,0.7336,0,app
CLI-0388,71,4377.39,230,0.709,0,app
CLI-0389,72,7720.29,215,0.7657,0,agencia
CLI-0390,35,2588.93,59,0.3801,0,app
CLI-0391,71,2972.14,54,0.6007,0,app
CLI-0392,66,1377.58,25,0.6649,0,app
CLI-0393,37,2565.87,13,0.301,0,agencia
CLI-0394,60,8797.69,95,0.3711,0,app
CLI-0395,55,6357.68,25,0.3497,0,app
CLI-0396,23,5439.33,70,0.5341,0,agencia
CLI-0397,63,3475.91,8,0.2944,1,app
CLI-0398,49,2648.19,63,0.2068,0,agencia
CLI-0399,35,4171.97,240,0.4247,0,app
CLI-0400,29,4138.0,24,0.5996,0,telefone
CLI-0401,32,4042.01,158,0.2096,0,app
CLI-0402,53,4809.95,154,0.2811,0,agencia
CLI-0403,69,2124.3,72,0.4818,0,agencia
CLI-0404,61,3694.29,233,0.7232,0,agencia
CLI-0405,26,2713.51,45,0.5558,0,app
CLI-0406,37,3545.4,195,0.3155,0,app
CLI-0407,25,9595.2,136,0.4603,0,app
CLI-0408,45,3740.64,54,0.4315,0,app
CLI-0409,60,1578.92,105,0.5306,0,telefone
CLI-0410,30,3285.36,57,0.4801,0,telefone
CLI-0411,57,2844.91,146,0.3445,0,app
CLI-0412,41,6440.98,128,0.1014,0,app
CLI-0413,52,4515.21,118,0.4178,0,app
CLI-0414,58,3338.28,141,0.8542,0,app
CLI-0415,61,2868.42,58,0.6397,0,agencia
CLI-0416,46,4738.48,153,0.4768,0,app
CLI-0417,61,3656.42,31,0.4385,0,app
CLI-0418,60,4533.17,112,0.4143,0,app
CLI-0419,30,4871.21,115,0.4505,0,telefone
CLI-0420,45,3162.83,122,0.2615,0,app
CLI-0421,64,3053.4,205,0.3975,0,app
CLI-0422,32,3017.54,40,0.2882,0,agencia
CLI-0423,72,1365.93,120,0.2083,0,app
CLI-0424,46,4565.38,210,0.4027,0,app
CLI-0425,44,3462.75,155,0.2564,0,app
CLI-0426,29,6828.07,154,0.4093,0,telefone
CLI-0427,63,2698.72,188,0.3711,0,app
CLI-0428,41,3457.74,164,0.4042,0,agencia
CLI-0429,59,3227.26,85,0.2691,0,app
CLI-0430,41,7388.97,14,0.6801,0,app
CLI-0431,54,5180.99,141,0.3343,0,app
CLI-0432,62,2014.53,152,0.233,0,agencia
CLI-0433,51,4519.21,102,0.1353,0,agencia
CLI-0434,41,1271.99,94,0.3744,0,telefone
CLI-0435,24,8225.91,49,0.2994,0,app
CLI-0436,40,1824.52,186,0.0948,0,app
CLI-0437,40,3958.26,192,0.56,0,app
CLI-0438,69,4025.96,163,0.7125,0,telefone
CLI-0439,22,5011.5,112,0.2042,0,app
CLI-0440,62,2450.96,191,0.3813,0,app
CLI-0441,31,2613.77,145,0.3342,0,telefone
CLI-0442,71,5736.4,24,0.1676,0,app
CLI-0443,31,6254.7,2,0.4127,0,agencia
CLI-0444,21,3956.95,12,0.3164,0,app
CLI-0445,53,4209.12,9,0.4782,0,app
CLI-0446,52,5196.4,199,0.228,0,app
CLI-0447,22,6463.35,219,0.1024,0,app
CLI-0448,36,3857.53,104,0.7209,1,app
CLI-0449,21,5965.43,172,0.6351,0,app
CLI-0450,57,5644.44,225,0.1245,0,app
CLI-0451,41,1430.54,96,0.302,0,telefone
CLI-0452,26,3157.8,40,0.5879,0,agencia
CLI-0453,19,1943.55,55,0.2302,0,app
CLI-0454,44,3955.71,80,0.275,1,agencia
CLI-0455,66,3811.7,238,0.4207,0,agencia
CLI-0456,32,4633.34,54,0.4758,1,agencia
CLI-0457,42,1822.73,46,0.44,0,app
CLI-0458,33,4163.31,154,0.5769,0,app
CLI-0459,59,2812.53,233,0.3247,0,agencia
CLI-0460,32,3114.47,202,0.1806,0,app
CLI-0461,50,1874.31,5,0.5131,0,app
CLI-0462,53,4509.69,174,0.3205,0,app
CLI-0463,58,2488.05,199,0.4492,0,telefone
CLI-0464,64,3982.16,42,0.3558,0,app
CLI-0465,35,1591.0,122,0.3717,0,agencia
CLI-0466,64,5481.9,1,0.327,0,agencia
CLI-0467,40,2414.96,217,0.6456,0,app
CLI-0468,48,2780.66,238,0.6496,0,app
CLI-0469,52,3724.69,114,0.2616,0,app
CLI-0470,65,7369.99,140,0.2702,0,app
CLI-0471,54,2974.48,201,0.4967,0,agencia
CLI-0472,55,2753.69,169,0.4349,0,telefone
CLI-0473,33,3759.07,40,0.2163,0,app
CLI-0474,31,9613.88,84,0.0887,0,app
CLI-0475,53,3280.14,22,0.5828,0,app
CLI-0476,25,2999.63,154,0.6158,0,agencia
CLI-0477,33,4865.27,14,0.4034,0,app
CLI-0478,55,3492.36,48,0.1065,0,agencia
CLI-0479,55,3051.17,24,0.218,0,app
CLI-0480,41,11376.98,123,0.217,0,agencia
CLI-0481,51,3302.03,147,0.4732,0,app
CLI-0482,65,1702.53,44,0.5901,0,app
CLI-0483,28,1835.77,179,0.461,0,app
CLI-0484,40,8358.14,11,0.6109,0,app
CLI-0485,19,4665.3,25,0.508,0,app
CLI-0486,19,6444.79,160,0.0908,0,telefone
CLI-0487,22,4172.91,209,0.5201,0,app
CLI-0488,45,4357.66,190,0.302,0,app
CLI-0489,29,2422.67,31,0.5955,0,telefone
CLI-0490,44,4835.06,7,0.3716,0,app
CLI-0491,36,6530.28,13,0.5393,0,app
CLI-0492,51,4773.16,192,0.5819,0,app
CLI-0493,47,4386.92,69,0.1089,0,app
CLI-0494,33,6054.64,30,0.2891,0,app
CLI-0495,19,2963.53,224,0.3642,0,telefone
CLI-0496,31,6091.41,7,0.633,0,app
CLI-0497,60,6540.11,149,0.4258,0,app
CLI-0498,60,4519.47,133,0.5863,0,app
CLI-0499,37,2982.34,190,0.1957,1,app
CLI-0500,21,6902.44,62,0.2013,0,app
CLI-0501,67,5697.99,84,0.322,0,telefone
CLI-0502,52,2421.19,121,0.2314,0,app
CLI-0503,63,4453.19,9,0.4312,0,app
CLI-0504,22,3332.74,194,0.3702,0,app
CLI-0505,56,2204.84,68,0.0885,0,telefone
CLI-0506,26,2383.74,9,0.5235,0,agencia
CLI-0507,46,3745.37,189,0.1048,0,app
CLI-0508,52,4248.47,214,0.7593,0,telefone
CLI-0509,25,6561.5,159,0.6168,0,telefone
CLI-0510,37,4997.16,49,0.3651,0,agencia
CLI-0511,53,5047.65,46,0.2546,0,app
CLI-0512,55,2469.53,160,0.3256,0,app
CLI-0513,37,4249.2,74,0.2254,0,app
CLI-0514,38,4215.75,65,0.6486,0,agencia
CLI-0515,58,2545.24,228,0.7074,0,app
CLI-0516,44,5272.99,99,0.2655,0,telefone
CLI-0517,50,4122.28,17,0.3717,0,telefone
CLI-0518,35,3445.89,103,0.4929,0,app
CLI-0519,54,5789.16,109,0.2519,0,app
CLI-0520,63,4598.4,198,0.7082,0,app
CLI-0521,70,4463.56,197,0.2731,0,agencia
CLI-0522,69,7518.59,35,0.3788,0,app
CLI-0523,39,9206.02,147,0.57,0,agencia
CLI-0524,35,7410.54,35,0.7609,0,app
CLI-0525,31,1931.04,173,0.6556,0,telefone
CLI-0526,39,5309.22,205,0.3523,0,app
CLI-0527,44,1807.8,135,0.1892,1,agencia
CLI-0528,32,3969.65,114,0.2976,0,app
CLI-0529,29,7326.2,184,0.4215,0,app
CLI-0530,45,4865.11,148,0.6447,0,app
CLI-0531,23,1799.89,232,0.3365,0,app
CLI-0532,49,4907.19,194,0.2834,0,telefone
CLI-0533,72,1844.37,56,0.2619,0,app
CLI-0534,26,4103.96,90,0.306,0,telefone
CLI-0535,61,2879.52,199,0.5539,0,app
CLI-0536,63,3115.42,22,0.6805,1,app
CLI-0537,62,3723.49,31,0.3793,0,app
CLI-0538,38,8009.9,76,0.6919,0,agencia
CLI-0539,66,6079.08,178,0.2456,0,agencia
CLI-0540,20,8609.68,7,0.7254,0,app
CLI-0541,59,5271.86,30,0.3127,0,agencia
CLI-0542,71,2055.26,113,0.1064,0,app
CLI-0543,38,2773.06,37,0.2911,0,app
